Code EPCI,Libellé EPCI,Catégorie A,Catégorie B,Catégorie C,Catégorie D,Catégorie E
200070530.0,CC du Grand Autunois Morvan,1592,458,870,167,118
200070548.0,CC La Clayette Chauffailles en Brionnais,453,129,318,73,65
200070555.0,CC de la Veyle,677,203,459,83,90
200070563.0,CC Terres Touloises,1872,437,898,295,151
200070571.0,CC Coeur de Berry,315,79,163,52,36
200070589.0,CC de Seille et Grand Couronné,539,126,314,81,54
200070647.0,CA Bergeracoise,3382,913,1359,358,491
200070662.0,CC Bretagne porte de Loire Communauté,998,290,791,143,174
200070670.0,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,874,262,545,114,119
200070688.0,CC Couesnon Marches de Bretagne,696,194,514,83,81
200070712.0,CC Thiers Dore et Montagne,2220,519,1036,113,277
200070720.0,CC Médoc Atlantique,2134,377,594,104,219
200070738.0,CC Mad et Moselle,714,145,355,98,83
200070746.0,CA Sarreguemines Confluences,3214,657,1188,318,293
200070753.0,CA Riom Limagne et Volcans,2554,624,1483,349,350
200070761.0,CC Ambert Livradois Forez,1180,273,549,94,123
200070779.0,CC Brie des Rivières et Châteaux,1157,224,545,94,171
200070787.0,CC du Plateau de Lannemezan,777,190,359,95,99
200070795.0,CC du Pays de Trie et du Magnoac,214,70,106,32,26
200070803.0,CC des Coteaux du Val-d'Arros,405,95,220,66,75
200070811.0,CC Pyrénées Vallées des Gaves,761,217,390,62,126
200070829.0,CC Neste Barousse,271,72,134,28,54
200070845.0,CC Orne Lorraine Confluences,2632,476,1119,277,302
200070852.0,CC Usses et Rhône,753,140,339,56,44
200070894.0,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,837,252,580,75,111
200070902.0,CC Auxonne Pontailler Val de Saône,891,245,510,96,64
200070910.0,CC Tille et Venelle,167,51,121,20,12
200070928.0,CC Terre de Picardie,988,221,510,88,78
200070936.0,CC Ponthieu-Marquenterre,1605,346,709,128,131
200070944.0,CC du Vimeu,1146,231,630,93,65
200070951.0,CC du Territoire Nord Picardie,1575,356,759,128,141
200070969.0,CC Avre Luce Noye,787,207,568,100,103
200070977.0,CC du Grand Roye,1447,341,758,168,145
200070985.0,CC de l'Est de la Somme,1224,237,721,140,100
200070993.0,CA de la Baie de Somme,2988,610,1102,354,249
200071017.0,CC des Terres d'Auxois,577,179,292,77,37
200071025.0,CC Haute-Provence-Pays de Banon,557,166,230,40,67
200071033.0,CC Jabron-Lure-Vançon-Durance,249,64,105,34,24
200071041.0,CC du Chaourçois et du Val d'Armance,457,101,209,31,65
200071058.0,CC Les Avant-Monts,1577,313,608,152,255
200071066.0,CA de Saint-Dié-des-Vosges,4423,886,1930,371,427
200071074.0,CC Les Portes de l'Ile de France,1038,188,388,71,89
200071082.0,CA Montluçon Communauté,3593,748,1445,244,291
200071116.0,CA ECLA (Espace Communautaire Lons Agglomération),1467,354,689,223,207
200071140.0,CA Moulins Communauté,3162,670,1357,394,277
200071157.0,CC des Hautes-Vosges,1528,467,736,164,292
200071165.0,CA Les Sables d'Olonne Agglomération,2491,636,1165,211,380
200071173.0,CC du Pays Arnay Liernais,238,64,119,23,29
200071181.0,CC Somme Sud-Ouest,1651,387,900,130,149
200071199.0,CC Plaine Limagne,846,207,490,83,115
200071207.0,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,304,80,139,32,42
200071215.0,CC Chavanon Combrailles et Volcans,389,105,241,44,51
200071223.0,CC Nièvre et Somme,1484,323,782,139,120
200071298.0,CC des Terres du Lauragais,1408,438,935,168,253
200071314.0,CC des Hauts Tolosans,1405,351,826,129,256
200071363.0,CA Vichy Communauté,4530,1036,2065,392,478
200071371.0,CC Bresse et Saône,732,195,570,87,86
200071389.0,CC Saint-Pourçain Sioule Limagne,1443,334,765,131,172
200071405.0,CC Ardèche Rhône Coiron,1361,269,627,96,123
200071413.0,CA Privas Centre Ardèche,2240,501,936,247,342
200071454.0,CA Evreux Portes de Normandie,6244,1246,2994,577,598
200071470.0,CC Entr'Allier Besbre et Loire,1056,294,502,99,124
200071496.0,CC du Bocage Bourbonnais,597,147,220,75,70
200071504.0,CC des Collines du Perche Normand,416,136,282,39,38
200071512.0,CC Commentry Montmarault Néris Communauté,1196,282,541,101,121
200071520.0,CC Domfront Tinchebray Interco,573,135,322,46,64
200071538.0,CC Terres de Bresse,835,234,594,73,60
200071546.0,CC Sud Retz Atlantique,1247,384,909,136,198
200071553.0,CC Loire Layon Aubance,1958,671,1562,263,266
200071579.0,CC Bresse Louhannaise Intercom',1185,259,635,109,89
200071587.0,CC Loches Sud Touraine,2208,612,1072,207,299
200071595.0,"CC Arbois, Poligny, Salins, Coeur du Jura",644,230,401,81,75
200071629.0,CC Challans-Gois Communauté,2057,528,1341,272,293
200071645.0,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,238,92,176,28,16
200071652.0,CC du Pays Fertois et du Bocage Carrougien,178,36,77,12,14
200071678.0,CA du Choletais,4256,1105,2894,545,500
200071751.0,CA du Bassin de Bourg-en-Bresse,5283,1337,2724,772,693
200071769.0,CC Picardie des Châteaux,881,183,406,75,77
200071777.0,"CC d'Arcis, Mailly, Ramerupt",533,123,275,44,48
200071785.0,CA Chauny-Tergnier-La Fère,3725,643,1361,368,256
200071819.0,CC du Périgord Nontronnais,517,176,223,65,90
200071827.0,CA du Grand Angoulême,8051,1910,3713,668,649
200071843.0,CC du Vexin Normand,1692,307,799,142,157
200071850.0,CC du Pithiverais-Gâtinais,1149,301,638,82,85
200071868.0,CC des Vallées du Haut-Anjou,1165,448,1049,185,178
200071876.0,CA Saumur Val de Loire,5572,1443,3167,636,604
200071884.0,CC Le Grand Charolais,1449,451,833,238,163
200071892.0,CA du Saint-Quentinois,6365,1084,1963,521,372
200071900.0,CC Vendée Grand Littoral,1710,442,817,132,212
200071918.0,CC du Pays de Saint-Fulgent - Les Essarts,723,230,766,100,142
200071926.0,CC du Limouxin,1589,347,614,131,252
200071934.0,CC Pays de Fontenay-Vendée,1740,421,917,217,215
200071942.0,CC Haut Limousin en Marche,851,230,368,78,120
200071967.0,CC Pays d'Évian Vallée d'Abondance,1855,424,857,126,250
200071983.0,CC Thiérache Sambre et Oise,1231,201,380,123,94
200071991.0,CC Retz-en-Valois,1574,334,817,109,115
200072007.0,CC de la Montagne d'Ardèche,176,34,56,s.s,s.s
200072015.0,CA Annonay Rhône Agglo,2336,602,1316,167,197
200072023.0,CC Coeur de Charente,973,239,434,90,119
200072031.0,CA de la Région de Château-Thierry,3237,687,1417,275,440
200072049.0,CC de Charente Limousine,1457,343,707,156,144
200072056.0,CC Porte du Jura,367,106,190,40,31
200072064.0,CC Val-de-Cher-Controis,1893,518,1117,175,242
200072072.0,CA Territoires Vendômois,2156,590,1269,328,194
200072080.0,CC du Pays de Saint-Éloy,635,135,282,52,104
200072098.0,CC Combrailles Sioule et Morge,693,191,432,87,99
200072106.0,CC Adour Madiran,1085,277,507,125,144
200072130.0,CA du Pays de Meaux,5811,910,1970,351,410
200072304.0,CC Vallée de l'Ubaye - Serre-Ponçon,348,161,317,22,31
200072312.0,CA Seine Normandie Agglomération,4109,883,1841,368,439
200072320.0,CC Val de Gers,287,81,151,32,57
200072346.0,CA du Pays de Fontainebleau,2737,596,873,201,336
200072452.0,CA Fougères Agglomération,1996,538,1276,305,224
200072460.0,"CA de Béthune-Bruay, Artois-Lys Romane",14707,2980,6627,1681,1260
200072478.0,CC Pays d'Opale,1258,313,636,183,124
200072544.0,CC des Deux Morin,1191,191,417,153,129
200072635.0,CC Pyrénées Haut Garonnaises,738,220,324,53,121
200072643.0,CC Coeur et Coteaux du Comminges,2075,420,866,193,332
200072650.0,CC Touraine Vallée de l'Indre,1749,519,1178,233,243
200072668.0,CC Touraine Val de Vienne,1095,305,554,122,121
200072676.0,CC Maine Saosnois,1201,323,728,124,174
200072684.0,CC Le Gesnois Bilurien,1031,313,735,236,200
200072692.0,CC des Vallées de la Braye et de l'Anille,546,144,329,202,63
200072700.0,CC Haute Sarthe Alpes Mancelles,923,219,527,85,153
200072718.0,CC de la Champagne Conlinoise et du Pays de Sillé,728,201,435,76,141
200072726.0,CC Châteaubriant-Derval,1804,477,1111,221,209
200072734.0,CC Estuaire et Sillon,1161,358,1095,146,222
200072825.0,CC Mirebellois et Fontenois,312,91,255,50,40
200072874.0,CC Val Briard,918,151,417,83,159
200072882.0,CC de Vie et Boulogne,1527,424,1265,227,314
200072981.0,CC Touraine Ouest Val de Loire,1358,373,832,124,161
200072999.0,CC du Grand Langres,839,203,489,107,147
200073013.0,CC Carnelle Pays-De-France,1044,189,374,96,167
200073096.0,CA Arche Agglo,2941,677,1561,212,290
200073104.0,CC de l'Île-Rousse - Balagne,792,76,81,51,91
200073112.0,CC Sud Sarthe,1020,267,684,112,117
200073120.0,CC Nebbiu - Conca d'Oro,498,50,55,30,43
200073138.0,CC Pasquale Paoli,284,31,37,25,16
200073146.0,CC Cagire Garonne Salat,782,229,349,73,152
200073161.0,CC Touraine-Est Vallées,1316,369,829,152,191
200073237.0,CC de Gâtine et Choisilles - Pays de Racan,715,233,535,95,121
200073245.0,CC du Bassin d'Aubenas,2748,565,1110,189,169
200073252.0,CC de la Castagniccia-Casinca,699,75,134,54,74
200073260.0,CC Sud Vendée Littoral,2557,628,1278,265,429
200073344.0,CA Rambouillet Territoires,2637,516,922,172,311
200073393.0,CC des Rives du Haut-Allier,580,192,387,73,86
200073401.0,CC Mézenc-Loire-Meygal,352,105,256,49,35
200073419.0,CA du Puy-en-Velay,3544,825,1849,358,391
200073427.0,CC Marches du Velay-Rochebaron,1174,286,810,186,145
200077014.0,CA Vienne Condrieu,3821,831,1739,349,496
200077055.0,CA Coulommiers Pays de Brie,3392,626,1162,279,386
200083392.0,CA de Laval Agglomération,4292,1116,3045,598,630
200084952.0,CU du Havre Seine Métropole,16928,3478,6808,1668,1014
200085728.0,CC de Brioude Sud Auvergne,695,182,578,112,90
200085751.0,CC d'Entre Bièvre et Rhône,3257,673,1412,249,282
240100610.0,CC de la Côtière à Montluel,873,192,484,104,142
240100750.0,CA du Pays de Gex,4040,541,1153,176,313
240100800.0,CC de Miribel et du Plateau,818,171,426,101,158
240100883.0,CC de la Plaine de l'Ain,3207,703,1813,372,394
240100891.0,CC du Pays Bellegardien (CCPB),1101,186,517,97,89
240200444.0,CC de la Thiérache du Centre,1569,287,553,204,186
240200469.0,CC du Pays de la Serre,841,190,436,68,67
240200477.0,CA GrandSoissons Agglomération,3898,624,1414,418,262
240200493.0,CC du Pays du Vermandois,1786,393,801,196,146
240200501.0,CC du Val de l'Aisne,1020,226,452,96,81
240200519.0,CC du Canton d'Oulchy-le-Château,261,64,133,27,34
240200576.0,CC de la Champagne Picarde,955,224,531,82,62
240200584.0,CC du Canton de Charly-sur-Marne,719,149,346,58,119
240200592.0,CC du Chemin des Dames,284,46,146,22,23
240200600.0,CC des Trois Rivières,1596,219,360,134,184
240200634.0,CC des Portes de la Thiérache,451,78,160,29,34
240300491.0,CC du Pays de Lapalisse,355,94,187,36,64
240300558.0,CC du Pays de Tronçais,345,85,119,22,42
240300566.0,CC du Val de Cher,225,57,118,19,34
240300657.0,CC du Pays d'Huriel,304,81,159,19,41
240400440.0,CC Pays Forcalquier et Montagne de Lure,635,158,223,42,69
240500439.0,CC du Briançonnais,860,515,1017,110,132
240500462.0,CC du Pays des Ecrins,271,155,275,37,45
240600551.0,CA de la Riviera Française,3995,684,1190,265,470
240600585.0,CA de Sophia Antipolis,10983,1937,2970,699,1862
240600593.0,CC du Pays des Paillons,1173,218,381,91,191
240700302.0,CC du Pays Beaume-Drobie,686,168,212,30,43
240700617.0,CC Val de Ligne,478,101,169,28,33
240700716.0,CC du Val d'Ay,177,57,121,18,19
240700815.0,CC Berg et Coiron,464,115,213,36,45
240700864.0,CC du Rhône aux Gorges de l'Ardèche,1317,253,498,69,100
240800821.0,"CC Ardenne, Rives de Meuse",1924,341,568,118,225
240800847.0,CC des Portes du Luxembourg,918,208,513,77,93
240800862.0,CC des Crêtes Préardennaises,831,212,420,106,140
240800920.0,CC de l'Argonne Ardennaise,685,145,268,48,100
240900431.0,CC du Pays de Tarascon,488,97,171,42,61
240900464.0,CC du Pays d'Olmes,1012,171,329,86,139
241000223.0,"CC Forêts, Lacs, Terres en Champagne",255,60,150,38,41
241000405.0,CC de la Région de Bar-sur-Aube,575,160,236,35,38
241000447.0,CC du Pays d'Othe,438,74,144,36,36
241000488.0,CC de l'Orvin et de l'Ardusson,362,87,177,24,38
241100593.0,CA Le Grand Narbonne,9895,1727,3126,908,1106
241200187.0,CA Rodez Agglomération,2127,503,1167,336,205
241200542.0,CC du Réquistanais,151,38,55,21,17
241200567.0,CC de Millau Grands Causses,1675,391,673,208,110
241200625.0,CC du Pays Rignacois,143,41,82,23,27
241200641.0,CC Conques-Marcillac,397,112,167,42,45
241200658.0,CC du Pays de Salars,186,61,135,39,33
241200674.0,CC du Plateau de Montbazens,172,41,91,23,43
241200765.0,CC de Lévézou Pareloup,116,38,56,14,15
241200807.0,CC Aveyron Bas Ségala Viaur,178,64,101,24,34
241200906.0,CC Larzac et Vallées,281,49,81,15,18
241200914.0,CC de la Muse et des Raspes du Tarn,214,46,82,18,19
241300375.0,CC Vallée des Baux-Alpilles (CC VBA),1422,289,505,96,222
241300417.0,CA d'Arles-Crau-Camargue-Montagnette,6557,1247,2403,524,600
241400415.0,CC Coeur Côte Fleurie,1115,294,394,58,135
241400514.0,CC du Pays de Falaise,1192,387,694,87,157
241400555.0,CC de Bayeux Intercom,1377,334,583,146,146
241400860.0,CC Coeur de Nacre,1022,225,449,77,103
241400878.0,CC Terre d'Auge,671,211,312,66,99
241500230.0,CA du Bassin d'Aurillac,1742,411,1038,237,180
241500255.0,CC du Pays Gentiane,156,55,68,17,40
241500271.0,CC du Pays de Mauriac,179,53,111,22,41
241501055.0,CC Sumène - Artense,253,64,135,23,43
241501089.0,CC Cère et Goul en Carladès,142,62,113,13,18
241501139.0,CC du Pays de Salers,220,65,129,19,33
241600303.0,CC du Rouillacais,393,149,280,43,41
241700434.0,CA de la Rochelle,9315,2394,4304,1056,940
241700459.0,CC de l'Île de Ré,1188,252,290,57,79
241700517.0,CC Charente-Arnoult-Coeur de Saintonge,672,213,438,66,92
241700624.0,CC de l'Île d'Oléron,1621,300,523,107,133
241700632.0,CC de Gémozac et de la Saintonge Viticole,647,186,435,66,90
241700640.0,CA Royan Atlantique,4724,1152,1858,283,516
241700699.0,CC du Bassin de Marennes,735,236,400,70,111
241800325.0,CC Les Villages de la Forêt,215,40,94,27,20
241800374.0,CC La Septaine,401,92,243,48,47
241800424.0,CC Le Dunois,290,46,133,33,45
241800432.0,CC Les Trois Provinces,273,42,71,20,20
241800457.0,CC Fercher Pays Florentais,501,107,265,59,49
241800507.0,CA Bourges Plus,5768,1132,2168,564,462
241900133.0,CC de Ventadour - Egletons - Monédières,380,97,198,37,66
241927201.0,CA Tulle Agglo,1662,416,793,298,264
241927243.0,CC du Pays d'Uzerche,288,79,145,26,44
242000354.0,CA de Bastia,2368,315,423,281,303
242000495.0,CC de l'Alta Rocca,609,44,38,25,43
242000503.0,CC Celavu-Prunelli,426,63,88,39,74
242010056.0,CA du Pays Ajaccien,3990,466,766,392,525
242010130.0,CC du Sartenais Valinco Taravo,921,53,61,51,64
242020071.0,CC du Centre Corse,394,48,57,30,22
242020105.0,CC de Calvi Balagne,1441,84,88,55,114
242100154.0,CC des Vallées de la Tille et de l'Ignon,393,122,292,63,40
242100410.0,Dijon Métropole,13085,3067,5982,1542,964
242101434.0,CC du Pays Châtillonnais,824,192,454,103,67
242101442.0,CC de Saulieu,200,63,81,22,22
242101459.0,CC du Pays d'Alésia et de la Seine,261,67,138,40,15
242101491.0,CC du Montbardois,510,102,218,55,35
242101509.0,CC Rives de Saône,774,193,437,103,99
242200715.0,CC du Kreiz-Breizh (CCKB),809,197,372,99,62
242400752.0,CC Périgord-Limousin,591,143,234,68,72
242400935.0,CC du Pays de Saint-Aulaye,328,66,126,26,33
242401024.0,CC Isle-Loue-Auvézère en Périgord,456,119,204,50,67
242500320.0,CC de Montbenoît,217,48,132,26,22
242500338.0,CC du Grand Pontarlier,1379,261,715,116,105
242500361.0,CA du Grand Besançon,9973,1963,4189,1089,659
242504116.0,CC du Val de Morteau,999,137,352,54,44
242504181.0,CC des Portes du Haut-Doubs,761,182,448,83,57
242504355.0,CC du Plateau de Russey,232,52,112,17,10
242504371.0,CC du Pays de Sancey-Belleherbe,166,47,89,18,16
242504447.0,CC du Doubs Baumois,576,163,326,50,39
242504488.0,CC Altitude 800,165,47,118,18,22
242504496.0,CC du Plateau de Frasne et du Val de Drugeon (CFD),176,32,132,17,29
242600252.0,CC du Val de Drôme,1701,449,798,151,191
242600492.0,CC Dieulefit-Bourdeaux,449,145,204,35,43
242600534.0,CC du Diois,837,299,271,49,81
242700276.0,CC du Pays de Conches,865,190,418,84,71
242700607.0,CC du Pays du Neubourg,805,221,616,74,74
242700623.0,CC Eure-Madrie-Seine,1362,308,768,143,172
242852465.0,CC du Bonnevalais,446,118,253,54,51
242900074.0,CC du Pays d'Iroise,1553,414,925,227,282
242900314.0,Brest Métropole,10853,2377,4795,1648,921
242900553.0,CC du Pays des Abers,1452,366,962,200,254
242900561.0,CC de Haute-Cornouaille,617,154,378,66,64
242900629.0,CC Cap Sizun - Pointe du Raz,653,145,260,52,73
242900645.0,CC Douarnenez Communauté,1111,294,519,124,111
242900660.0,CC du Pays Fouesnantais,1109,270,590,144,186
242900694.0,CA Quimperlé Communauté,2259,674,1475,294,288
242900702.0,CC du Pays Bigouden Sud,1589,395,814,241,198
242900710.0,CC du Haut Pays Bigouden,727,197,424,90,122
242900744.0,CC Poher communauté,601,141,337,65,54
242900751.0,CC du Pays de Landivisiau,1236,306,918,164,191
242900769.0,CA Concarneau Cornouaille Agglomération,2349,536,1198,243,339
242900793.0,CC Communauté Lesneven Côte des Légendes,1070,243,714,171,159
242900801.0,CC du Pays de Landerneau-Daoulas,1671,477,1150,257,221
242900835.0,CA Morlaix Communauté,2994,705,1644,408,375
243000270.0,CC du Pays Viganais,835,151,182,74,75
243000296.0,CC du Pays de Sommières,1433,355,543,103,167
243000569.0,"CC Rhony, Vistre, Vidourle",1451,336,673,137,241
243000585.0,CC Beaucaire Terre d'Argence,3009,466,988,212,242
243000593.0,CC de Petite Camargue,1899,345,756,219,204
243000643.0,CA de Nîmes Métropole,19194,3299,5830,1655,1546
243000650.0,CC Terre de Camargue,1981,290,489,70,171
243000684.0,CC du Pont du Gard,1502,267,560,119,180
243100518.0,Toulouse Métropole,49010,11586,21353,4940,5282
243100567.0,CC Lauragais Revel Sorezois,1017,308,486,120,139
243100633.0,CA du Sicoval,3128,770,1657,311,449
243100732.0,CC des Coteaux du Girou,747,219,461,77,169
243100773.0,CC de Val'Aïgo,771,194,442,68,155
243100781.0,CC de la Save au Touch,1602,360,998,207,277
243100815.0,CC des Coteaux Bellevue,640,163,415,57,140
243200391.0,CC de la Lomagne Gersoise,788,221,384,83,132
243200409.0,CC du Bas Armagnac,295,100,173,32,70
243200417.0,CC de la Tenarèze,636,199,364,47,77
243200425.0,CC Coeur d'Astarac en Gascogne,281,99,126,34,66
243200458.0,CC du Grand Armagnac,555,145,376,53,60
243200508.0,CC Bastides et Vallons du Gers,266,72,143,16,59
243200599.0,CC du Saves,302,107,195,29,58
243200607.0,CC Artagnan de Fezensac,215,79,114,23,43
243300316.0,Bordeaux Métropole,45895,11687,19941,4873,6215
243300563.0,CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS),3696,847,1327,275,733
243300811.0,CC de l'Estuaire,1034,206,510,76,92
243301165.0,CC Jalle-Eau-Bourde,961,272,577,103,183
243301181.0,CC Latitude Nord Gironde,1087,266,600,101,169
243301215.0,CC du Créonnais,709,188,381,76,111
243301223.0,CC du Grand Cubzaguais,1754,474,927,154,307
243301249.0,CC du Secteur de Saint-Loubès,1162,260,584,128,260
243301264.0,CC de Montesquieu,1569,394,803,191,405
243301355.0,CC des Coteaux Bordelais,727,193,372,76,123
243301371.0,CC du Pays Foyen,989,230,523,67,89
243301389.0,CC Médullienne,905,233,461,96,181
243301397.0,CC du Fronsadais,745,185,397,60,117
243301405.0,CC du Val de l'Eyre,844,214,475,93,241
243301439.0,CC des Portes de l'Entre-deux-Mers,799,222,386,96,176
243301447.0,CC Médoc Estuaire,1039,282,647,119,231
243301454.0,CC Castillon/Pujols,1166,271,520,91,132
243301504.0,CA du Bassin d'Arcachon Nord,3084,856,1503,280,697
243400017.0,Montpellier Méditerranée Métropole,35573,7730,12061,3568,2633
243400355.0,CC du Clermontais,1992,446,673,175,268
243400470.0,CA du Pays de l'Or,3559,722,1261,264,381
243400488.0,CC La Domitienne,1859,335,692,179,247
243400520.0,CC du Pays de Lunel,3988,814,1445,347,392
243400694.0,CC Vallée de l'Hérault,2337,605,967,242,317
243400736.0,CC des Cévennes Gangeoises et Suménoises,1015,204,286,80,97
243400769.0,CA de Béziers-Méditerranée,10582,1667,2787,936,935
243400819.0,CA Hérault-Méditerranée,7715,1158,1760,478,657
243500139.0,Métropole Rennes Métropole,21502,5935,11508,2995,2264
243500550.0,CC Montfort Communauté,691,225,574,94,138
243500618.0,CC de Brocéliande,567,207,495,85,126
243500634.0,CC de la Roche aux Fées,783,214,628,113,167
243500659.0,CC Pays de Châteaugiron Communauté,726,210,606,114,139
243500667.0,CC du Val d'Ille-Aubigné,1134,370,855,177,185
243500725.0,CC Côte d'Émeraude,1445,393,637,141,203
243500733.0,CC Bretagne Romantique,1294,407,923,205,189
243500741.0,CA Redon Agglomération,2973,791,1913,341,328
243500774.0,CC Liffré-Cormier Communauté,705,211,600,118,110
243500782.0,CA du Pays de Saint Malo Agglomération,3933,1109,1999,494,501
243600202.0,CC Chabris - Pays de Bazelle,211,68,107,14,16
243600236.0,CC du Pays d'Issoudun,989,200,498,81,57
243600293.0,CC de la Région de Levroux,229,59,117,25,17
243600301.0,CC Val de l'Indre - Brenne,527,144,285,49,36
243600319.0,CC Brenne - Val de Creuse,622,161,288,78,44
243600327.0,CA Châteauroux Métropole,4090,922,1803,404,325
243600343.0,CC Coeur de Brenne,158,31,72,14,17
243600350.0,CC de la Châtre et Sainte-Sévère,653,165,295,47,49
243700499.0,CC du Castelrenaudais,705,190,402,64,82
243700754.0,Tours Métropole Val de Loire,16801,4170,7474,2095,1483
243700820.0,CC de Bléré Val de Cher,801,211,505,81,102
243800604.0,CA Porte de l'Isère (C.A.P.I),5428,1236,2979,521,647
243800745.0,CC de l'Oisans,381,168,619,16,72
243800935.0,CC Lyon Saint Exupéry en Dauphiné,1231,256,654,93,115
243800984.0,CA du Pays Voironnais,3546,933,1731,371,437
243801024.0,CC du Massif du Vercors,409,230,298,42,94
243801073.0,CC de Bièvre Est,743,212,469,85,119
243801255.0,CC des Collines du Nord Dauphiné,712,179,430,65,166
243900354.0,CC de la Station des Rousses-Haut Jura,281,77,180,21,17
243900412.0,CC Jura Sud,271,49,168,25,18
243900420.0,CC du Val d'Amour,268,101,173,58,29
243900479.0,CC du Haut-Jura - ARCADE,425,98,197,30,46
243900560.0,CC Jura Nord,349,114,263,47,38
243900610.0,CC La Grandvallière,204,59,117,13,11
243900719.0,CC du Pays des Lacs,235,71,120,23,20
243901071.0,CC de la Région d'Orgelet,190,44,92,18,28
243901089.0,CC de la Plaine Jurassienne,283,83,190,54,23
244000543.0,CC de Mimizan,827,168,303,76,102
244000659.0,CC du Seignanx,1333,366,739,147,205
244000675.0,CA du Grand Dax,3090,836,1528,375,469
244000691.0,CC du Pays Morcenais,447,88,233,29,71
244000766.0,CC du Pays Tarusate,752,221,438,74,141
244000774.0,CC du Pays de Villeneuve en Armagnac Landais,251,61,140,27,45
244000808.0,CA Mont-de-Marsan Agglomération,2351,528,1339,365,408
244000824.0,CC du Pays Grenadois,262,79,192,20,55
244000857.0,CC Côte Landes Nature,773,173,268,43,101
244000865.0,CC Maremne Adour Côte Sud,4448,1068,1745,397,760
244000873.0,CC des Grands Lacs,2014,440,769,172,332
244000881.0,CC Coteaux et Vallées des Luys,244,77,169,38,61
244100293.0,CC des Collines du Perche,239,68,96,50,25
244100780.0,CC de la Sologne des Étangs,307,87,186,30,53
244100798.0,CC du Grand Chambord,586,189,448,71,104
244100806.0,CC de la Sologne des Rivières,423,115,226,29,49
244200614.0,CC des Vals d'Aix et Isable,215,58,109,13,49
244200622.0,CC des Monts du Pilat,475,161,298,53,54
244200630.0,CC du Pays entre Loire et Rhône,395,112,283,44,106
244200770.0,Saint-Etienne Métropole,22999,4945,10289,2230,1860
244200820.0,CC du Pays d'Urfé,183,56,84,17,21
244200895.0,CC du Pilat Rhodanien,563,196,398,45,99
244300307.0,CC du Pays de Montfaucon,275,75,186,41,42
244301016.0,CC des Sucs,643,164,432,88,88
244301099.0,CC Auzon Communauté,366,117,305,50,32
244301107.0,CC du Haut-Lignon,304,55,167,36,69
244301123.0,CC des Pays de Cayres et de Pradelles,194,44,70,17,21
244301131.0,CC Loire et Semène,734,170,495,154,100
244400404.0,Nantes Métropole,34065,8640,18033,3646,3795
244400438.0,CC de Grand Lieu,1226,389,1031,166,224
244400453.0,CC de la Région de Blain,532,175,460,84,95
244400503.0,CC d'Erdre et Gesvres,1903,556,1468,252,323
244400537.0,CC de Nozay,499,194,392,71,109
244400552.0,CC du Pays d'Ancenis,2298,703,1999,323,461
244400586.0,CC du Sud-Estuaire,1215,341,856,144,119
244400610.0,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),3566,839,1514,326,508
244400644.0,CA de la Région Nazairienne et de l'Estuaire (CARENE),6785,1662,3763,764,646
244500203.0,CA Montargoise et Rives du Loing (A.M.E.),4542,757,1605,340,264
244500211.0,CC Giennoises,1434,273,664,99,101
244500419.0,CC des Quatre Vallées,781,169,323,51,72
244500427.0,CC des Loges,1393,368,942,148,172
244500468.0,Orléans Métropole,15240,3425,8254,1685,1216
244500484.0,CC de la Forêt,470,120,411,59,55
244500542.0,CC de la Plaine du Nord Loiret,251,48,170,23,31
244600433.0,CC de la Vallée du Lot et du Vignoble,734,176,270,50,93
244600482.0,CC Quercy - Bouriane,527,115,190,66,42
244600532.0,CC du Pays de Lalbenque-Limogne,423,102,154,45,62
244600573.0,CC du Causse de Labastide-Murat,158,53,49,15,24
244700449.0,CC du Pays de Duras,202,57,166,18,39
244700464.0,CC du Pays de Lauzun,403,121,212,54,59
244701355.0,CC des Coteaux et Landes de Gascogne,598,159,250,49,65
244701405.0,CC Lot et Tolzac,350,90,179,19,59
244800405.0,CC Coeur de Lozère,538,123,265,115,74
244800470.0,CC du Gévaudan,275,68,192,57,49
244900015.0,CU Angers Loire Métropole,18033,4388,8595,1832,1612
244900809.0,CC Anjou Bleu Communauté,1501,429,918,194,165
244900882.0,CC Baugeois Vallée,1503,443,1056,168,200
245100615.0,CC de la Grande Vallée de la Marne,419,145,314,40,76
245100888.0,CC de la Brie Champenoise,315,80,105,32,39
245100979.0,CC du Sud Marnais,299,67,185,26,35
245200597.0,CC des Trois Forêts,225,64,120,28,41
245300223.0,CC du Pays de Meslay-Grez,424,121,356,71,66
245300355.0,CC de l'Ernée,519,153,395,90,136
245300389.0,CC du Bocage Mayennais,516,106,325,65,103
245300447.0,CC du Pays de Château-Gontier,952,307,852,132,150
245400171.0,CC Moselle et Madon,964,253,471,117,112
245400189.0,CC des Pays du Sel et du Vermois,1195,225,499,124,117
245400262.0,CA de Longwy,3127,400,1038,310,179
245400510.0,CC du Pays de Colombey et du Sud Toulois,342,72,220,53,45
245400601.0,CC du Bassin de Pompey,1736,348,792,179,156
245400676.0,Métropole du Grand Nancy,13848,2569,4830,1724,1171
245400759.0,CC du Pays du Sanon,171,51,100,33,32
