code_epci,lib_epci,hommes_moins_de_25_ans,hommes_25_a_49_ans,hommes_plus_de_50_ans,total_hommes,femmes_moins_de_25_ans,femmes_25_a_49_ans,femmes_plus_de_50_ans,total_femmes,diplome_niv_1_2,diplome_niv_3,diplome_niv_4,diplome_niv_5,diplome_niv_5_bis,diplome_niv_6,diplome_indetermine,total_categorie_a
200018406.0,CC du Romorantinais et du Monestois,194,765.0,381,1340.0,199.0,804.0,428.0,1431.0,s.s,287.0,542.0,1225.0,192,379,s.s,2771.0
200018521.0,CC du Val de Bouzanne,28,106.0,56,190.0,29.0,100.0,69.0,198.0,32,57.0,90.0,169.0,s.s,26,s.s,388.0
200018653.0,CA Cap Excellence,734,3601.0,1993,6328.0,929.0,5704.0,2964.0,9597.0,1512,2016.0,3540.0,5309.0,1290,2251,7,15925.0
200022986.0,CC du Grand Pic Saint-Loup,195,989.0,434,1618.0,172.0,1115.0,479.0,1766.0,1075,648.0,745.0,720.0,98,s.s,s.s,3384.0
200023075.0,CC du Pays de Maîche,74,302.0,165,541.0,85.0,413.0,201.0,699.0,94,146.0,303.0,511.0,92,94,",",1240.0
200023125.0,CC Les Portes Briardes entre Villes et Forêts,183,717.0,361,1261.0,145.0,829.0,377.0,1351.0,469,401.0,627.0,704.0,s.s,301,s.s,2612.0
200023240.0,CC Pays de Nemours,168,647.0,300,1115.0,159.0,789.0,356.0,1304.0,290,288.0,571.0,838.0,s.s,295,s.s,2419.0
200023299.0,CC Coeur de Tarentaise,41,258.0,86,385.0,42.0,208.0,76.0,326.0,114,89.0,157.0,216.0,s.s,108,s.s,711.0
200023307.0,CA du Grand Villeneuvois,299,1305.0,598,2202.0,350.0,1409.0,709.0,2468.0,361,473.0,1075.0,1846.0,s.s,635,s.s,4670.0
200023372.0,CC de la Vallée de Chamonix-Mont-Blanc,40,347.0,81,468.0,43.0,377.0,103.0,523.0,265,157.0,282.0,210.0,33,44,",",991.0
200023414.0,Métropole Rouen Normandie,3838,15736.0,5459,25033.0,3689.0,15037.0,5671.0,24397.0,7092,6162.0,12076.0,16766.0,2594,4694,46,49430.0
200023620.0,CC de la Gascogne Toulousaine,71,257.0,135,463.0,73.0,455.0,203.0,731.0,236,197.0,331.0,340.0,45,45,",",1194.0
200023737.0,CA du Grand Cahors,241,1189.0,550,1980.0,200.0,1237.0,642.0,2079.0,529,537.0,987.0,1447.0,204,348,7,4059.0
200023778.0,CC du Pays de Saint-Gilles-Croix-de-Vie,305,1019.0,560,1884.0,283.0,1363.0,898.0,2544.0,489,650.0,1126.0,1759.0,s.s,237,s.s,4428.0
200023794.0,CC de Blaye,147,550.0,226,923.0,153.0,680.0,367.0,1200.0,156,188.0,530.0,933.0,s.s,185,s.s,2123.0
200023919.0,CC Gâtinais Val de Loing,119,393.0,191,703.0,89.0,469.0,208.0,766.0,138,185.0,352.0,573.0,s.s,123,s.s,1469.0
200026573.0,CC Haut-Jura Saint-Claude,131,408.0,193,732.0,105.0,422.0,228.0,755.0,139,180.0,354.0,587.0,s.s,160,s.s,1487.0
200027027.0,CC Arc Sud Bretagne,116,424.0,278,818.0,132.0,683.0,378.0,1193.0,294,318.0,512.0,742.0,s.s,71,s.s,2011.0
200027076.0,CC Arnon Boischaut Cher,41,135.0,82,258.0,38.0,173.0,116.0,327.0,29,70.0,143.0,263.0,33,47,",",585.0
200027100.0,CC Méditerranée Porte des Maures,322,1103.0,558,1983.0,273.0,1246.0,746.0,2265.0,498,660.0,1118.0,1483.0,s.s,244,s.s,4248.0
200027183.0,CU Perpignan Méditerranée Métropole,2070,9525.0,4395,15990.0,2022.0,9340.0,4610.0,15972.0,3890,4176.0,7788.0,11418.0,1753,2918,19,31962.0
200027217.0,CC Sarlat-Périgord Noir,101,417.0,235,753.0,102.0,495.0,308.0,905.0,191,224.0,403.0,602.0,98,140,",",1658.0
200027308.0,CC d'Auberive Vingeanne et Montsaugeonnais,39,122.0,65,226.0,35.0,170.0,103.0,308.0,52,70.0,134.0,190.0,s.s,49,s.s,534.0
200027548.0,CC des Savanes,219,798.0,419,1436.0,204.0,1381.0,507.0,2092.0,s.s,210.0,551.0,1009.0,284,1271,s.s,3528.0
200029734.0,CC des 4B Sud Charente,94,371.0,204,669.0,109.0,477.0,316.0,902.0,134,197.0,340.0,668.0,s.s,133,s.s,1571.0
200029999.0,CC Rives de l'Ain - Pays du Cerdon,65,272.0,114,451.0,76.0,369.0,169.0,614.0,102,167.0,265.0,410.0,s.s,65,s.s,1065.0
200030195.0,Métropole Nice Côte d'Azur,2704,15453.0,7503,25660.0,2680.0,15892.0,7500.0,26072.0,10469,7509.0,11944.0,14190.0,2860,4711,49,51732.0
200030385.0,CA de Blois Agglopolys,625,2695.0,1134,4454.0,615.0,2707.0,1165.0,4487.0,1109,1183.0,2049.0,3064.0,500,1026,10,8941.0
200030435.0,CC d'Aire-sur-l'Adour,66,234.0,115,415.0,63.0,281.0,162.0,506.0,82,120.0,245.0,368.0,s.s,67,s.s,921.0
200030526.0,CC du Ried de Marckolsheim,101,302.0,147,550.0,108.0,387.0,221.0,716.0,109,151.0,255.0,579.0,s.s,93,s.s,1266.0
200030633.0,CA du Caudrésis et du Catésis,566,2199.0,879,3644.0,549.0,2202.0,957.0,3708.0,343,628.0,1703.0,3381.0,451,840,6,7352.0
200030658.0,CC du Trièves,28,218.0,84,330.0,33.0,248.0,104.0,385.0,203,131.0,159.0,190.0,20,s.s,s.s,715.0
200030674.0,CA Val de Garonne Agglomération,351,1432.0,632,2415.0,378.0,1619.0,878.0,2875.0,407,577.0,1177.0,2007.0,s.s,778,s.s,5290.0
200032514.0,CC Berry-Loire-Vauvise,24,119.0,65,208.0,22.0,118.0,81.0,221.0,19,37.0,91.0,210.0,29,43,",",429.0
200033025.0,CA de Bar-le-Duc - Sud Meuse,182,734.0,405,1321.0,178.0,672.0,388.0,1238.0,211,302.0,602.0,1073.0,s.s,251,s.s,2559.0
200033090.0,CC Plaines et Monts de France,99,331.0,140,570.0,101.0,395.0,178.0,674.0,164,224.0,329.0,395.0,s.s,74,s.s,1244.0
200033116.0,CC Cluses-Arve et Montagnes,336,1314.0,490,2140.0,294.0,1513.0,607.0,2414.0,400,509.0,1029.0,1594.0,317,697,8,4554.0
200033173.0,CC de la Haute Vallée de Chevreuse,54,261.0,160,475.0,46.0,322.0,202.0,570.0,433,168.0,193.0,185.0,s.s,41,s.s,1045.0
200033181.0,CA Chartres Métropole,748,3271.0,1319,5338.0,753.0,3632.0,1641.0,6026.0,1455,1580.0,2664.0,3979.0,606,1069,11,11364.0
200033207.0,CC Vierzon-Sologne-Berry,273,1050.0,539,1862.0,250.0,1038.0,498.0,1786.0,228,330.0,799.0,1584.0,s.s,485,s.s,3648.0
200033298.0,CC des Coëvrons,160,446.0,181,787.0,160.0,545.0,229.0,934.0,139,165.0,424.0,730.0,s.s,159,s.s,1721.0
200033579.0,CU d'Arras,652,2868.0,1032,4552.0,672.0,2944.0,1102.0,4718.0,1280,1280.0,2248.0,3344.0,417,695,6,9270.0
200033827.0,CC de Fium'orbu Castellu,55,236.0,149,440.0,71.0,352.0,180.0,603.0,119,132.0,263.0,327.0,70,132,",",1043.0
200033868.0,CC des Ballons des Hautes-Vosges,110,303.0,203,616.0,89.0,331.0,222.0,642.0,s.s,117.0,276.0,558.0,104,125,s.s,1258.0
200034023.0,CC Tarn-Agout,119,532.0,240,891.0,146.0,838.0,340.0,1324.0,415,378.0,548.0,651.0,s.s,135,s.s,2215.0
200034031.0,CC des Monts d'Alban et du Villefranchois,20,91.0,62,173.0,20.0,119.0,75.0,214.0,51,65.0,93.0,152.0,15,11,",",387.0
200034049.0,CC Centre Tarn,51,196.0,87,334.0,55.0,246.0,133.0,434.0,79,131.0,191.0,280.0,35,52,",",768.0
200034056.0,CC du Lautrécois et du Pays d'Agout,58,288.0,139,485.0,85.0,372.0,155.0,612.0,180,176.0,289.0,369.0,34,49,",",1097.0
200034064.0,CC du Cordais et du Causse (4 C),15,107.0,71,193.0,18.0,124.0,62.0,204.0,82,77.0,87.0,121.0,18,12,",",397.0
200034098.0,CC des Montagnes du Giffre,46,265.0,100,411.0,44.0,308.0,160.0,512.0,155,174.0,231.0,290.0,s.s,44,s.s,923.0
200034130.0,CC Gally Mauldre,48,272.0,185,505.0,32.0,278.0,180.0,490.0,426,175.0,165.0,159.0,s.s,52,s.s,995.0
200034197.0,CC de Montaigne Montravel et Gurson,67,249.0,134,450.0,73.0,337.0,190.0,600.0,s.s,105.0,231.0,438.0,85,114,s.s,1050.0
200034205.0,CC de la Costa Verde,55,189.0,93,337.0,50.0,241.0,155.0,446.0,76,85.0,190.0,272.0,77,83,",",783.0
200034270.0,CC du Pays de Barr,98,433.0,192,723.0,104.0,526.0,226.0,856.0,220,233.0,332.0,577.0,s.s,137,s.s,1579.0
200034379.0,CC Pays d'Uzès,149,670.0,321,1140.0,134.0,676.0,441.0,1251.0,360,369.0,586.0,813.0,s.s,146,s.s,2391.0
200034411.0,CC du Piémont Cévenol,126,612.0,330,1068.0,119.0,679.0,359.0,1157.0,340,350.0,538.0,760.0,s.s,140,s.s,2225.0
200034601.0,CC Causses Aigoual Cévennes,20,169.0,100,289.0,21.0,187.0,93.0,301.0,125,87.0,156.0,179.0,19,24,",",590.0
200034635.0,CC du Kochersberg,74,310.0,143,527.0,71.0,377.0,176.0,624.0,285,233.0,242.0,323.0,s.s,42,s.s,1151.0
200034692.0,CA du Gard Rhodanien,466,1952.0,925,3343.0,530.0,2252.0,1068.0,3850.0,780,962.0,1792.0,2560.0,348,744,7,7193.0
200034700.0,CA Durance-Lubéron-Verdon Agglomération,450,1763.0,854,3067.0,390.0,1961.0,1015.0,3366.0,754,899.0,1565.0,2338.0,s.s,557,s.s,6433.0
200034718.0,"CC de Vitry, Champagne et Der",120,634.0,247,1001.0,120.0,616.0,340.0,1076.0,114,206.0,433.0,971.0,134,219,",",2077.0
200034726.0,CC Bastides de Lomagne,37,172.0,94,303.0,32.0,199.0,134.0,365.0,105,110.0,150.0,228.0,29,46,",",668.0
200034825.0,CA du Grand Guéret,181,646.0,251,1078.0,152.0,596.0,278.0,1026.0,195,268.0,477.0,909.0,s.s,178,s.s,2104.0
200034833.0,CC des Bastides Dordogne-Périgord,82,317.0,174,573.0,101.0,402.0,255.0,758.0,147,180.0,338.0,509.0,80,77,",",1331.0
200034874.0,CC Côtes de Meuse Woëvre,26,100.0,58,184.0,14.0,128.0,78.0,220.0,37,59.0,102.0,166.0,24,16,",",404.0
200034882.0,CC Pays du Mont-Blanc,158,799.0,299,1256.0,142.0,903.0,352.0,1397.0,471,436.0,643.0,805.0,s.s,175,s.s,2653.0
200034957.0,CC du Frontonnais,123,446.0,208,777.0,135.0,710.0,305.0,1150.0,322,358.0,484.0,587.0,s.s,98,s.s,1927.0
200035087.0,CA Terre de Provence,354,1438.0,824,2616.0,349.0,1757.0,817.0,2923.0,640,725.0,1261.0,1767.0,s.s,810,s.s,5539.0
200035103.0,CC de la Vallée de la Haute-Sarthe,33,116.0,64,213.0,33.0,133.0,85.0,251.0,40,52.0,111.0,199.0,25,37,",",464.0
200035111.0,CC des Sources de l'Orne,64,203.0,101,368.0,66.0,225.0,86.0,377.0,67,69.0,169.0,325.0,s.s,65,s.s,745.0
200035129.0,CC de Cèze Cévennes,155,592.0,349,1096.0,136.0,591.0,415.0,1142.0,204,258.0,522.0,942.0,s.s,161,s.s,2238.0
200035137.0,CC Marche Occitane - Val d'Anglin,33,108.0,67,208.0,25.0,109.0,72.0,206.0,25,48.0,97.0,194.0,27,23,",",414.0
200035202.0,CC Charlieu-Belmont,120,359.0,202,681.0,122.0,459.0,304.0,885.0,134,198.0,363.0,681.0,s.s,109,s.s,1566.0
200035319.0,CA Var Estérel Méditerranée (Cavem),687,3056.0,1535,5278.0,715.0,3312.0,1853.0,5880.0,1435,1737.0,2691.0,3867.0,563,857,8,11158.0
200035327.0,CC Cazals-Salviac,16,105.0,41,162.0,19.0,124.0,78.0,221.0,55,60.0,94.0,147.0,13,14,",",383.0
200035442.0,CC du Sud-Artois,181,463.0,229,873.0,156.0,696.0,300.0,1152.0,123,212.0,505.0,885.0,127,167,6,2025.0
200035459.0,CA d'Agen,546,2399.0,978,3923.0,659.0,2709.0,1196.0,4564.0,972,1203.0,2132.0,2965.0,387,821,7,8487.0
200035533.0,CC du Grand Saint-Émilionnais,68,325.0,143,536.0,72.0,413.0,225.0,710.0,141,142.0,265.0,486.0,s.s,134,s.s,1246.0
200035541.0,CC des Landes d'Armagnac,40,219.0,121,380.0,53.0,233.0,149.0,435.0,88,104.0,175.0,353.0,s.s,63,s.s,815.0
200035632.0,CC Armagnac Adour,28,139.0,63,230.0,18.0,128.0,90.0,236.0,54,44.0,102.0,191.0,33,42,",",466.0
200035665.0,CA Seine Eure,589,1945.0,769,3303.0,565.0,2185.0,870.0,3620.0,640,850.0,1707.0,2642.0,415,661,8,6923.0
200035707.0,CC Piège Lauragais Malepère,94,324.0,147,565.0,68.0,412.0,213.0,693.0,152,154.0,341.0,480.0,s.s,77,s.s,1258.0
200035715.0,CA Carcassonne Agglo,656,2918.0,1461,5035.0,740.0,3375.0,1773.0,5888.0,1113,1463.0,2705.0,3996.0,562,1076,8,10923.0
200035723.0,CC Ventoux Sud,68,232.0,108,408.0,60.0,283.0,154.0,497.0,95,116.0,228.0,332.0,s.s,85,s.s,905.0
200035731.0,CA Roannais Agglomération,624,2231.0,1013,3868.0,728.0,2518.0,1389.0,4635.0,901,964.0,2103.0,3415.0,357,757,6,8503.0
200035756.0,CC Astarac Arros en Gascogne,32,101.0,66,199.0,15.0,112.0,87.0,214.0,50,63.0,98.0,161.0,22,19,",",413.0
200035764.0,CC de la Beauce Loirétaine,68,278.0,93,439.0,84.0,334.0,139.0,557.0,90,131.0,248.0,411.0,s.s,68,s.s,996.0
200035772.0,CC du Pays du Saintois,53,187.0,107,347.0,57.0,246.0,105.0,408.0,76,128.0,207.0,270.0,s.s,37,s.s,755.0
200035814.0,CA Flers Agglo,398,1245.0,500,2143.0,382.0,1346.0,608.0,2336.0,342,438.0,1083.0,1937.0,s.s,441,s.s,4479.0
200035848.0,CC du Châtillonnais en Berry,25,87.0,65,177.0,24.0,89.0,67.0,180.0,22,35.0,73.0,172.0,29,26,",",357.0
200035855.0,CC Castelnaudary Lauragais Audois,143,616.0,278,1037.0,125.0,794.0,373.0,1292.0,286,309.0,605.0,867.0,s.s,148,s.s,2329.0
200035863.0,"CC Région Lézignanaise, Corbières et Minervois",210,861.0,445,1516.0,176.0,883.0,527.0,1586.0,308,388.0,759.0,1200.0,s.s,253,s.s,3102.0
200035970.0,CC Vexin Centre,99,353.0,188,640.0,69.0,390.0,236.0,695.0,248,245.0,333.0,366.0,57,80,6,1335.0
200036069.0,CC du Pays de Mortagne-au-Perche,63,217.0,97,377.0,81.0,245.0,143.0,469.0,76,75.0,168.0,391.0,s.s,82,s.s,846.0
200036077.0,CC du Golfe de Saint-Tropez,512,2202.0,1054,3768.0,493.0,2392.0,1239.0,4124.0,905,1077.0,2237.0,2570.0,517,580,6,7892.0
200036135.0,CC Coeur de France,101,373.0,255,729.0,115.0,420.0,247.0,782.0,98,140.0,324.0,696.0,s.s,165,s.s,1511.0
200036150.0,CC des Hauts du Val de Saône,42,154.0,77,273.0,39.0,143.0,105.0,287.0,s.s,51.0,107.0,249.0,52,53,s.s,560.0
200036465.0,CC de Thann-Cernay,229,863.0,372,1464.0,193.0,860.0,439.0,1492.0,291,364.0,705.0,1249.0,s.s,206,s.s,2956.0
200036473.0,CA de Saintes,320,1298.0,608,2226.0,351.0,1576.0,946.0,2873.0,613,698.0,1208.0,2039.0,s.s,293,s.s,5099.0
200036499.0,CC de Marana-Golo,125,416.0,172,713.0,129.0,583.0,247.0,959.0,227,200.0,484.0,504.0,s.s,156,s.s,1672.0
200036523.0,CC des Bastides en Haut-Agenais Périgord,79,273.0,162,514.0,85.0,402.0,223.0,710.0,100,155.0,312.0,467.0,70,120,",",1224.0
200036549.0,CC Val de Gray,154,396.0,185,735.0,139.0,462.0,256.0,857.0,100,159.0,357.0,730.0,s.s,132,s.s,1592.0
200036572.0,CC Porte d'Aquitaine en Pays de Serres,27,111.0,44,182.0,19.0,124.0,62.0,205.0,40,60.0,108.0,139.0,21,19,",",387.0
200037059.0,CC de la Haute-Somme,250,740.0,367,1357.0,226.0,897.0,439.0,1562.0,s.s,266.0,663.0,1249.0,263,342,s.s,2919.0
200037133.0,CC du Provinois,208,680.0,341,1229.0,197.0,827.0,384.0,1408.0,239,289.0,662.0,1024.0,s.s,253,s.s,2637.0
200038958.0,CC de la Pieve de l'Ornano,44,224.0,113,381.0,65.0,290.0,164.0,519.0,143,138.0,238.0,251.0,s.s,75,s.s,900.0
200038990.0,CC de Saint-Méen Montauban,109,455.0,191,755.0,128.0,620.0,215.0,963.0,197,240.0,458.0,631.0,s.s,112,s.s,1718.0
200039022.0,CA Vitré Communauté,433,1473.0,508,2414.0,453.0,1958.0,807.0,3218.0,700,847.0,1454.0,2014.0,262,343,12,5632.0
200039055.0,CC Ouche et Montagne,39,174.0,87,300.0,21.0,221.0,107.0,349.0,140,105.0,159.0,207.0,s.s,20,s.s,649.0
200039063.0,"CC Forêts, Seine et Suzon",22,100.0,24,146.0,22.0,101.0,54.0,177.0,69,54.0,89.0,87.0,s.s,16,s.s,323.0
200039204.0,CC de Lacq-Orthez,279,908.0,523,1710.0,268.0,1243.0,659.0,2170.0,456,589.0,968.0,1556.0,s.s,190,s.s,3880.0
200039519.0,CC du Quercy Blanc,31,163.0,107,301.0,23.0,162.0,110.0,295.0,65,84.0,144.0,226.0,32,45,",",596.0
200039642.0,CC Le Tonnerrois en Bourgogne,76,328.0,164,568.0,61.0,328.0,179.0,568.0,67,104.0,206.0,547.0,86,126,",",1136.0
200039709.0,CC du Serein,24,82.0,69,175.0,14.0,113.0,66.0,193.0,42,39.0,97.0,148.0,13,29,",",368.0
200039758.0,"CC Avallon, Vézelay, Morvan",84,354.0,172,610.0,95.0,385.0,196.0,676.0,143,120.0,289.0,540.0,s.s,109,s.s,1286.0
200039808.0,CC des Gorges de l'Ardèche,146,608.0,275,1029.0,129.0,687.0,375.0,1191.0,233,345.0,597.0,833.0,109,s.s,s.s,2220.0
200039824.0,CC Ardèche des Sources et Volcans,62,261.0,144,467.0,60.0,323.0,188.0,571.0,152,156.0,263.0,378.0,47,s.s,s.s,1038.0
200039832.0,CC Pays des Vans en Cévennes,58,297.0,164,519.0,47.0,355.0,160.0,562.0,169,152.0,290.0,382.0,s.s,44,s.s,1081.0
200039857.0,CA du Pays de Grasse,563,2258.0,1123,3944.0,556.0,2707.0,1396.0,4659.0,1347,1263.0,2021.0,2757.0,458,739,18,8603.0
200039865.0,Metz Métropole,1148,6774.0,2427,10349.0,1105.0,6060.0,2597.0,9762.0,3675,2578.0,4222.0,6358.0,1062,2194,22,20111.0
200039907.0,CC du Sud Messin,61,189.0,109,359.0,45.0,275.0,153.0,473.0,114,145.0,213.0,294.0,33,s.s,s.s,832.0
200039915.0,CA Cannes Pays de Lérins,966,5044.0,2666,8676.0,935.0,5375.0,2875.0,9185.0,2880,2714.0,4267.0,5190.0,979,1816,15,17861.0
200039931.0,CC Alpes d'Azur,31,163.0,105,299.0,28.0,190.0,102.0,320.0,65,78.0,150.0,241.0,34,51,",",619.0
200039949.0,CC Rives de Moselle,262,1098.0,542,1902.0,237.0,1191.0,704.0,2132.0,465,545.0,976.0,1542.0,s.s,319,s.s,4034.0
200040038.0,CC Saône Doubs Bresse,54,176.0,105,335.0,58.0,259.0,155.0,472.0,56,121.0,195.0,330.0,s.s,67,s.s,807.0
200040095.0,CC Isle Vern Salembre en Périgord,98,374.0,158,630.0,88.0,448.0,231.0,767.0,123,172.0,344.0,586.0,72,100,",",1397.0
200040111.0,CC Coeur de Chartreuse,56,293.0,125,474.0,78.0,342.0,135.0,555.0,178,155.0,255.0,374.0,s.s,39,s.s,1029.0
200040137.0,CC des Lacs de Champagne,32,170.0,93,295.0,50.0,211.0,109.0,370.0,s.s,56.0,133.0,302.0,60,86,s.s,665.0
200040178.0,CC de l'Outre-Forêt,46,240.0,131,417.0,55.0,317.0,186.0,558.0,76,107.0,188.0,443.0,s.s,94,s.s,975.0
200040202.0,CC Provence Verdon,129,487.0,254,870.0,124.0,656.0,329.0,1109.0,232,322.0,485.0,750.0,103,s.s,s.s,1979.0
200040210.0,CC Lacs et Gorges du Verdon,28,204.0,127,359.0,38.0,221.0,172.0,431.0,83,109.0,197.0,308.0,42,51,",",790.0
200040244.0,CA du Bocage Bressuirais,456,1416.0,624,2496.0,471.0,1656.0,737.0,2864.0,490,658.0,1356.0,2070.0,252,522,12,5360.0
200040251.0,CC Bassée-Montois,104,366.0,194,664.0,130.0,548.0,270.0,948.0,143,202.0,398.0,649.0,s.s,131,s.s,1612.0
200040277.0,CA du Pays de Dreux,756,3223.0,1249,5228.0,685.0,3633.0,1535.0,5853.0,943,1399.0,2648.0,4164.0,s.s,1244,s.s,11081.0
200040293.0,CC du Clunisois,38,241.0,110,389.0,64.0,275.0,133.0,472.0,174,146.0,190.0,278.0,s.s,39,s.s,861.0
200040350.0,CC Bugey Sud,162,719.0,308,1189.0,168.0,755.0,392.0,1315.0,314,308.0,620.0,992.0,s.s,167,s.s,2504.0
200040384.0,CC Isle Double Landais,75,275.0,149,499.0,62.0,320.0,191.0,573.0,71,87.0,224.0,505.0,68,117,",",1072.0
200040392.0,CA Le Grand Périgueux,625,2551.0,1096,4272.0,598.0,2611.0,1264.0,4473.0,1022,1149.0,2137.0,3311.0,383,737,6,8745.0
200040400.0,CC du Pays Ribéracois,70,353.0,183,606.0,86.0,418.0,246.0,750.0,143,166.0,318.0,547.0,s.s,109,s.s,1356.0
200040418.0,CC du Pays de Serres en Quercy,40,181.0,106,327.0,43.0,216.0,134.0,393.0,60,78.0,158.0,267.0,s.s,106,s.s,720.0
200040426.0,CC du Val de l'Oise,125,389.0,179,693.0,111.0,424.0,217.0,752.0,90,149.0,326.0,653.0,s.s,138,s.s,1445.0
200040442.0,CA Luberon Monts de Vaucluse,406,1843.0,882,3131.0,379.0,1978.0,980.0,3337.0,709,773.0,1397.0,1964.0,s.s,1238,s.s,6468.0
200040459.0,CA Montélimar Agglomération,475,1795.0,767,3037.0,496.0,2141.0,1034.0,3671.0,771,901.0,1584.0,2380.0,s.s,695,s.s,6708.0
200040475.0,CC Loué - Brûlon - Noyen,108,314.0,133,555.0,118.0,425.0,161.0,704.0,104,129.0,320.0,536.0,s.s,94,s.s,1259.0
200040491.0,CC Porte de Drômardèche,367,1113.0,513,1993.0,303.0,1434.0,689.0,2426.0,416,520.0,1007.0,1704.0,s.s,486,s.s,4419.0
200040509.0,CC du Crestois et de Pays de Saillans Coeur de Drôme,86,636.0,232,954.0,109.0,655.0,287.0,1051.0,480,303.0,439.0,556.0,s.s,143,s.s,2005.0
200040558.0,CC Écueillé-Valençay,41,174.0,114,329.0,44.0,152.0,119.0,315.0,53,58.0,127.0,310.0,39,57,",",644.0
