code_epci,lib_epci,anc_moins_3_mois,anc_3_a_5_mois,anc_6_a_11_mois,anc_12_a_23_mois,anc_24_a_35_mois,anc_plus_36_mois,total
200027217.0,CC Sarlat-Périgord Noir,461,237,232,327,150,251,1658
200027308.0,CC d'Auberive Vingeanne et Montsaugeonnais,97,85,92,120,51,89,534
200027548.0,CC des Savanes,993,786,641,546,247,315,3528
200029734.0,CC des 4B Sud Charente,275,249,262,307,170,308,1571
200029999.0,CC Rives de l'Ain - Pays du Cerdon,207,180,211,225,99,143,1065
200030195.0,Métropole Nice Côte d'Azur,12611,7941,8396,10041,4983,7760,51732
200030385.0,CA de Blois Agglopolys,1829,1384,1409,1754,971,1594,8941
200030435.0,CC d'Aire-sur-l'Adour,174,155,166,185,106,135,921
200030526.0,CC du Ried de Marckolsheim,258,182,215,280,126,205,1266
200030633.0,CA du Caudrésis et du Catésis,1240,1065,1120,1453,925,1549,7352
200030658.0,CC du Trièves,154,103,118,147,71,122,715
200030674.0,CA Val de Garonne Agglomération,1089,782,830,1082,545,962,5290
200032514.0,CC Berry-Loire-Vauvise,63,55,74,80,52,105,429
200033025.0,CA de Bar-le-Duc - Sud Meuse,522,346,363,523,280,525,2559
200033090.0,CC Plaines et Monts de France,278,234,206,256,109,161,1244
200033116.0,CC Cluses-Arve et Montagnes,961,735,844,939,455,620,4554
200033173.0,CC de la Haute Vallée de Chevreuse,259,154,182,210,96,144,1045
200033181.0,CA Chartres Métropole,2268,1696,1977,2226,1251,1946,11364
200033207.0,CC Vierzon-Sologne-Berry,699,521,601,680,393,754,3648
200033298.0,CC des Coëvrons,319,290,284,346,186,296,1721
200033579.0,CU d'Arras,1948,1377,1440,1740,1064,1701,9270
200033827.0,CC de Fium'orbu Castellu,392,184,139,169,67,92,1043
200033868.0,CC des Ballons des Hautes-Vosges,214,165,174,257,159,289,1258
200034023.0,CC Tarn-Agout,388,385,338,441,245,418,2215
200034031.0,CC des Monts d'Alban et du Villefranchois,73,66,64,87,44,53,387
200034049.0,CC Centre Tarn,153,104,131,155,82,143,768
200034056.0,CC du Lautrécois et du Pays d'Agout,210,182,180,222,119,184,1097
200034064.0,CC du Cordais et du Causse (4 C),68,51,60,86,41,91,397
200034098.0,CC des Montagnes du Giffre,196,135,167,176,110,139,923
200034130.0,CC Gally Mauldre,192,154,188,200,103,158,995
200034197.0,CC de Montaigne Montravel et Gurson,197,157,147,221,120,208,1050
200034205.0,CC de la Costa Verde,285,148,108,128,56,58,783
200034270.0,CC du Pays de Barr,312,234,276,344,159,254,1579
200034379.0,CC Pays d'Uzès,439,323,381,517,252,479,2391
200034411.0,CC du Piémont Cévenol,427,319,373,431,264,411,2225
200034601.0,CC Causses Aigoual Cévennes,107,83,77,135,78,110,590
200034635.0,CC du Kochersberg,225,162,204,233,128,199,1151
200034692.0,CA du Gard Rhodanien,1403,1100,1191,1472,762,1265,7193
200034700.0,CA Durance-Lubéron-Verdon Agglomération,1374,929,1034,1289,717,1090,6433
200034718.0,"CC de Vitry, Champagne et Der",401,299,347,384,236,410,2077
200034726.0,CC Bastides de Lomagne,133,105,107,143,68,112,668
200034825.0,CA du Grand Guéret,429,344,328,417,231,355,2104
200034833.0,CC des Bastides Dordogne-Périgord,266,233,182,258,153,239,1331
200034874.0,CC Côtes de Meuse Woëvre,79,54,59,82,44,86,404
200034882.0,CC Pays du Mont-Blanc,663,502,474,490,231,293,2653
200034957.0,CC du Frontonnais,410,262,357,347,226,325,1927
200035087.0,CA Terre de Provence,1208,795,891,1121,614,910,5539
200035103.0,CC de la Vallée de la Haute-Sarthe,82,89,66,97,47,83,464
200035111.0,CC des Sources de l'Orne,172,134,116,127,84,112,745
200035129.0,CC de Cèze Cévennes,417,277,320,496,287,441,2238
200035137.0,CC Marche Occitane - Val d'Anglin,64,59,71,110,46,64,414
200035202.0,CC Charlieu-Belmont,277,243,269,297,171,309,1566
200035319.0,CA Var Estérel Méditerranée (Cavem),2965,1804,1726,2123,1025,1515,11158
200035327.0,CC Cazals-Salviac,71,51,55,81,40,85,383
200035442.0,CC du Sud-Artois,370,262,339,440,246,368,2025
200035459.0,CA d'Agen,1797,1382,1450,1651,844,1363,8487
200035533.0,CC du Grand Saint-Émilionnais,252,159,176,303,142,214,1246
200035541.0,CC des Landes d'Armagnac,194,131,117,151,85,137,815
200035632.0,CC Armagnac Adour,95,63,88,82,50,88,466
200035665.0,CA Seine Eure,1320,1018,1035,1323,802,1425,6923
200035707.0,CC Piège Lauragais Malepère,245,186,207,253,138,229,1258
200035715.0,CA Carcassonne Agglo,2226,1517,1575,2196,1209,2200,10923
200035723.0,CC Ventoux Sud,193,128,147,186,96,155,905
200035731.0,CA Roannais Agglomération,1688,1298,1343,1662,945,1567,8503
200035756.0,CC Astarac Arros en Gascogne,95,69,74,75,40,60,413
200035764.0,CC de la Beauce Loirétaine,177,153,149,210,99,208,996
200035772.0,CC du Pays du Saintois,121,139,128,160,72,135,755
200035814.0,CA Flers Agglo,842,655,740,896,509,837,4479
200035848.0,CC du Châtillonnais en Berry,65,56,51,84,34,67,357
200035855.0,CC Castelnaudary Lauragais Audois,494,339,410,489,230,367,2329
200035863.0,"CC Région Lézignanaise, Corbières et Minervois",590,445,527,664,346,530,3102
200035970.0,CC Vexin Centre,266,228,233,250,118,240,1335
200036069.0,CC du Pays de Mortagne-au-Perche,200,127,141,156,85,137,846
200036077.0,CC du Golfe de Saint-Tropez,3293,928,743,1300,685,943,7892
200036135.0,CC Coeur de France,275,216,243,286,168,323,1511
200036150.0,CC des Hauts du Val de Saône,136,83,79,122,59,81,560
200036465.0,CC de Thann-Cernay,579,469,472,607,335,494,2956
200036473.0,CA de Saintes,1074,794,789,968,567,907,5099
200036499.0,CC de Marana-Golo,620,290,245,279,110,128,1672
200036523.0,CC des Bastides en Haut-Agenais Périgord,249,182,202,233,127,231,1224
200036549.0,CC Val de Gray,327,271,298,311,135,250,1592
200036572.0,CC Porte d'Aquitaine en Pays de Serres,69,51,75,90,42,60,387
200037059.0,CC de la Haute-Somme,463,345,428,588,384,711,2919
200037133.0,CC du Provinois,582,413,420,520,299,403,2637
200038958.0,CC de la Pieve de l'Ornano,346,141,124,139,78,72,900
200038990.0,CC de Saint-Méen Montauban,326,306,325,321,158,282,1718
200039022.0,CA Vitré Communauté,1213,977,954,1101,544,843,5632
200039055.0,CC Ouche et Montagne,133,79,101,117,71,148,649
200039063.0,"CC Forêts, Seine et Suzon",67,51,49,64,35,57,323
200039204.0,CC de Lacq-Orthez,749,580,603,798,414,736,3880
200039519.0,CC du Quercy Blanc,131,66,86,106,74,133,596
200039642.0,CC Le Tonnerrois en Bourgogne,186,177,167,237,145,224,1136
200039709.0,CC du Serein,64,54,60,71,43,76,368
200039758.0,"CC Avallon, Vézelay, Morvan",309,186,231,232,141,187,1286
200039808.0,CC des Gorges de l'Ardèche,527,321,268,400,278,426,2220
200039824.0,CC Ardèche des Sources et Volcans,205,156,160,188,122,207,1038
200039832.0,CC Pays des Vans en Cévennes,218,131,156,223,147,206,1081
200039857.0,CA du Pays de Grasse,2052,1423,1422,1708,843,1155,8603
200039865.0,Metz Métropole,4159,3308,3317,3711,2097,3519,20111
200039907.0,CC du Sud Messin,176,145,130,157,82,142,832
200039915.0,CA Cannes Pays de Lérins,4554,2783,2862,3335,1651,2676,17861
200039931.0,CC Alpes d'Azur,132,94,107,112,63,111,619
200039949.0,CC Rives de Moselle,783,616,644,771,442,778,4034
200040038.0,CC Saône Doubs Bresse,160,107,112,167,83,178,807
200040095.0,CC Isle Vern Salembre en Périgord,259,236,235,257,165,245,1397
200040111.0,CC Coeur de Chartreuse,206,159,183,206,121,154,1029
200040137.0,CC des Lacs de Champagne,125,107,90,137,64,142,665
200040178.0,CC de l'Outre-Forêt,194,147,161,179,120,174,975
200040202.0,CC Provence Verdon,394,274,365,419,211,316,1979
200040210.0,CC Lacs et Gorges du Verdon,200,89,135,155,83,128,790
200040244.0,CA du Bocage Bressuirais,1099,853,954,1017,556,881,5360
200040251.0,CC Bassée-Montois,348,238,282,347,180,217,1612
200040277.0,CA du Pays de Dreux,2194,1675,1857,2247,1172,1936,11081
200040293.0,CC du Clunisois,156,148,123,203,95,136,861
200040350.0,CC Bugey Sud,563,398,463,477,239,364,2504
200040384.0,CC Isle Double Landais,209,172,160,220,102,209,1072
200040392.0,CA Le Grand Périgueux,1866,1420,1417,1712,900,1430,8745
200040400.0,CC du Pays Ribéracois,239,235,224,273,156,229,1356
200040418.0,CC du Pays de Serres en Quercy,150,91,101,149,94,135,720
200040426.0,CC du Val de l'Oise,211,201,203,272,174,384,1445
200040442.0,CA Luberon Monts de Vaucluse,1355,844,1096,1300,705,1168,6468
200040459.0,CA Montélimar Agglomération,1355,1074,1134,1352,728,1065,6708
200040475.0,CC Loué - Brûlon - Noyen,247,198,189,264,152,209,1259
200040491.0,CC Porte de Drômardèche,808,737,706,920,493,755,4419
200040509.0,CC du Crestois et de Pays de Saillans Coeur de Drôme,380,294,308,442,227,354,2005
200040558.0,CC Écueillé-Valençay,142,82,84,127,75,134,644
200040566.0,CA de l'Ouest Rhodanien,673,572,673,751,368,614,3651
200040574.0,CC Beaujolais Pierres Dorées,546,487,484,591,272,358,2738
200040590.0,CA Villefranche Beaujolais Saône,1314,1080,1121,1207,647,896,6265
200040624.0,CC Pays d'Apt-Luberon,728,411,435,624,328,467,2993
200040657.0,CC de la Matheysine,261,214,202,244,120,200,1241
200040681.0,CC Enclave des Papes-Pays de Grignan,384,301,362,419,276,467,2209
200040715.0,Métropole Grenoble-Alpes-Métropole,8149,6101,5946,6645,3393,5131,35365
200040764.0,CC du Sud Corse,2048,386,153,157,53,53,2850
200040772.0,CC du Perche et Haut Vendômois,98,77,91,113,71,111,561
200040798.0,CC Val Vanoise,135,78,126,71,28,26,464
200040814.0,CC Briance Sud Haute Vienne,95,86,90,107,61,115,554
200040830.0,CC du Pays de Fénelon,206,140,130,155,80,134,845
200040889.0,CC de Portes Sud Périgord,109,99,90,131,75,107,611
200040905.0,CC Carmausin-Ségala,479,369,455,552,305,452,2612
200040947.0,CC de Flandre Intérieure,1300,1038,1122,1365,721,1101,6647
200040954.0,CC des Hauts de Flandre,618,527,580,700,414,705,3544
200041010.0,CC Coeur de Savoie,540,418,392,507,246,325,2428
200041051.0,CC Vallée de la Dordogne et Forêt Bessède,184,100,111,160,65,113,733
200041150.0,CC du Terrassonnais en Périgord Noir Thenon Hautefort,349,269,287,343,177,270,1695
200041168.0,CC de la Vallée de l'Homme,368,213,177,275,156,199,1388
200041283.0,CC de la Plaine du Rhin,180,101,152,159,91,156,839
200041317.0,CA du Niortais,1885,1442,1429,1638,871,1501,8766
200041325.0,CC du Pays Rhénan,382,276,322,429,237,412,2058
200041333.0,CC de Parthenay-Gâtine,519,410,430,517,291,523,2690
200041366.0,CC Rhône Crussol,471,393,404,480,250,398,2396
200041416.0,CC Airvaudais-Val du Thouet,102,54,70,79,46,81,432
200041440.0,CC de Domme - Villefranche du Périgord,193,122,112,152,74,102,755
200041465.0,CC Val Eyrieux,132,118,110,196,89,204,849
200041499.0,CC Aunis Atlantique,507,391,400,531,274,376,2479
200041507.0,CA La Riviera du Levant,1509,1340,1363,1857,1087,2924,10080
200041515.0,CC du Bassin de Pont-à-Mousson,609,471,493,613,376,548,3110
200041523.0,CC de la Haute-Saintonge,1112,894,926,1188,658,1108,5886
200041556.0,CC Portes de la Creuse en Marche,83,62,78,102,52,82,459
200041572.0,CC Dronne et Belle,140,115,136,166,89,132,778
200041614.0,CC Aunis Sud,507,423,427,544,291,490,2682
200041622.0,CC Ardennes Thiérache,150,113,119,165,78,152,777
200041630.0,CA Ardenne Métropole,2252,1650,1926,2415,1376,2809,12428
200041689.0,CC des Vals de Saintonge,801,699,745,1081,574,957,4857
200041721.0,CC de la Haute Comté,271,184,208,292,153,253,1361
200041762.0,CA Rochefort Océan,1158,898,1000,1185,661,1083,5985
200041788.0,CA du Pays Nord Martinique,2224,1813,2059,2616,1504,3242,13458
200041853.0,CC du Pays de Montbozon et du Chanois,81,47,52,67,36,66,349
200041861.0,CC du Triangle Vert,153,96,132,131,77,109,698
200041879.0,CC Terres de Saône,184,141,130,159,88,132,834
200041887.0,CC du Val Marnaysien,164,114,126,186,86,127,803
200041960.0,CC Pévèle-Carembault,1044,856,895,1119,637,1084,5635
200041994.0,CC Haut Val de Sèvre,342,294,313,353,218,370,1890
200042000.0,CC Bruyères-Vallons des Vosges,213,160,205,227,134,242,1181
200042174.0,CA Lorient Agglomération,3420,2696,2657,3314,1753,3014,16854
200042182.0,CC du Mont des Avaloirs,197,167,136,188,121,173,982
200042190.0,CA de la Porte du Hainaut,3109,2516,2801,3556,2127,3619,17728
200042372.0,CC des Coteaux Arrats Gimone,136,97,94,124,65,111,627
200042414.0,CC Bresse Revermont 71,121,93,93,144,59,91,601
200042463.0,CC de la Montagne Noire,98,68,79,101,79,119,544
200042497.0,CC Dombes Saône Vallée,506,400,387,425,183,207,2108
200042604.0,"CC de Granville, Terre et Mer",709,560,533,641,357,545,3345
200042620.0,CC de la Région de Suippes,80,75,69,87,51,78,440
200042646.0,CC Grand Orb,392,266,300,414,215,392,1979
200042653.0,CC Sud-Hérault,316,241,283,375,208,328,1751
200042703.0,CC de l'Argonne Champenoise,165,92,102,168,87,157,771
200042729.0,CC de la Baie du Cotentin,314,230,253,338,178,249,1562
200042901.0,CC Drôme Sud Provence,832,652,721,790,528,753,4276
200042935.0,CA Haut - Bugey Agglomération,1196,976,1035,1082,537,768,5594
200042943.0,CC du Cap Corse,212,77,65,83,31,37,505
200042992.0,CC Perthois-Bocage et Der,64,36,51,75,36,65,327
200043016.0,CC Val de Charente,244,170,189,225,124,226,1178
200043065.0,CC du Val d'Amboise,568,434,381,574,301,493,2751
200043081.0,"CC Chinon, Vienne et Loire",432,357,323,418,195,380,2105
200043123.0,CC Auray Quiberon Terre Atlantique,1760,1140,1170,1466,815,1288,7639
200043156.0,CC du Pays Rethélois,429,365,353,426,247,395,2215
200043172.0,CA du Bassin de Brive,1700,1341,1489,1698,895,1457,8580
200043263.0,CC Coeur de l'Avesnois,492,453,407,574,349,639,2914
200043321.0,CC du Pays de Mormal,641,501,535,699,431,716,3523
200043354.0,CC de Villedieu Intercom,192,207,161,195,97,187,1039
200043396.0,CA Maubeuge Val de Sambre,2755,2222,2438,2810,1772,2814,14811
200043404.0,CC du Sud Avesnois,511,384,463,626,391,638,3013
200043438.0,CC de la Moivre à la Coole,92,73,81,81,50,83,460
200043495.0,CA du Pays de Laon,876,640,776,876,511,991,4670
200043602.0,"CC des Albères, de la Côte Vermeille et de l'Illibéris",1706,1026,998,1443,744,1212,7129
200043628.0,CC des Vallées du Clain,227,213,216,315,140,241,1352
200043693.0,CC Terre Lorraine du Longuyonnais,166,137,154,188,108,167,920
200043776.0,CC Pyrénées Audoises,234,144,180,247,150,244,1199
200043974.0,CC du Sud Gironde,811,655,612,794,458,753,4083
200043982.0,CC du Bazadais,218,216,225,307,139,271,1376
200043990.0,CC Vallons de Haute-Bretagne Communauté,572,514,529,653,306,557,3131
200044014.0,CC Creuse Grand Sud,168,129,179,196,129,215,1016
200044030.0,CC des Sept Vallées,391,352,387,449,257,399,2235
200044048.0,CC Osartis Marquion,530,446,534,629,391,597,3127
200044253.0,CC du Bassin de Joinville en Champagne,194,137,143,185,138,211,1008
200044394.0,CC du Réolais en Sud Gironde,456,310,363,481,293,410,2313
200044469.0,CC du Pays de Mirepoix,189,138,150,218,102,158,955
200044618.0,CA du Douaisis (C.A.D.),3255,2485,2525,3227,2070,3391,16953
200044691.0,CA du Nord Grande Terre,1195,1210,1156,1577,925,3011,9074
200046977.0,Métropole de LYON,10517,8364,8011,9155,4546,7175,47768
200046977.0,Métropole de Lyon,16785,13235,13825,15479,7751,11425,78500
200048551.0,CC du Pays de Craon,350,260,259,341,151,290,1651
200049187.0,CA du Grand Verdun,490,365,364,408,258,464,2349
200049211.0,CC Conflent-Canigó,490,337,356,472,263,419,2337
200049484.0,CC Berry Grand Sud,163,116,128,161,114,181,863
200054781.0,Métropole du Grand Paris,123143,93004,101849,118116,61611,113254,610977
200054807.0,Métropole d'Aix-Marseille-Provence,38210,28361,31295,37084,19218,30538,184706
200055481.0,CC Beauce Val de Loire,269,204,232,269,148,276,1398
200055655.0,CA Roissy Pays de France,7278,5460,5773,6378,3292,4828,33009
200055887.0,CC Mayenne Communauté,499,400,384,406,217,343,2249
200056232.0,CA Communauté Paris-Saclay,4523,3361,3305,3706,1687,2490,19072
200056380.0,CA Plaine Vallée,2812,2146,2303,2462,1209,1783,12715
200057859.0,CA Coeur d'Essonne Agglomération,3208,2343,2519,2604,1173,1681,13528
200057958.0,CA Paris - Vallée de la Marne,3872,2737,2927,3280,1520,2253,16589
200058360.0,CC Entre Beauce et Perche,238,192,226,266,148,226,1296
200058477.0,CA Val d'Yerres Val de Seine,2832,2096,2225,2514,1163,1651,12481
200058485.0,CA Val Parisis,4198,3247,3315,3784,1807,2912,19263
200058519.0,CA Saint-Germain Boucles de Seine,4403,3377,3441,4002,2001,3159,20383
200058782.0,CA de Saint-Quentin-en-Yvelines,3597,2739,2798,3188,1678,2223,16223
200059228.0,CA Grand Paris Sud Seine Essonne Sénart,7131,5103,5463,5673,2628,3548,29546
200059392.0,CC Bièvre Isère,789,621,621,755,413,531,3730
200059400.0,CC Porte Océane du Limousin,366,265,338,358,204,339,1870
200059889.0,CU Grand Paris Seine et Oise,7885,6046,6323,7530,3927,5754,37465
200060010.0,CA Mauges Communauté,1549,1264,1330,1601,814,1359,7917
200065563.0,CC Normandie-Cabourg-Pays d'Auge,525,377,381,497,251,402,2433
200065589.0,CC Val ès Dunes,265,194,189,264,151,232,1295
200065597.0,CU Caen la Mer,5429,4205,4034,4923,2582,4271,25444
200065647.0,CA Pays de Montbéliard Agglomération,2524,2031,2268,2759,1407,2189,13178
200065787.0,CC de Pont-Audemer / Val de Risle,512,435,472,555,327,564,2865
200065886.0,CA Loire Forez Agglomération,1451,1177,1277,1441,788,1182,7316
200065894.0,CC de Forez-Est,780,598,671,759,381,586,3775
200065928.0,CA Lannion-Trégor Communauté,1616,1134,1210,1431,775,1363,7529
200066009.0,CA Mulhouse Alsace Agglomération,6056,4323,4650,5309,2681,4341,27360
200066017.0,CC Lieuvin Pays d'Auge,265,183,225,335,183,287,1478
200066025.0,CC Pays Rhin - Brisach,347,279,314,401,195,328,1864
200066033.0,CC Sud Alsace Largue,332,212,236,297,123,203,1403
200066041.0,CC Sundgau,624,480,525,561,285,425,2900
200066058.0,CA Saint-Louis Agglomération,1320,986,1044,1120,582,797,5849
200066108.0,CC des Portes de Meuse,203,169,167,205,114,231,1089
200066116.0,CC Argonne-Meuse,84,62,73,73,45,69,406
200066124.0,CA Gaillac-Graulhet,1274,998,1076,1399,750,1296,6793
200066132.0,CC du Pays de Stenay et du Val Dunois,138,106,112,151,68,122,697
200066140.0,CC de l'Aire à l'Argonne,77,55,56,69,30,67,354
200066157.0,CC de Commercy - Void - Vaucouleurs,380,256,306,361,197,376,1876
200066165.0,CC Val de Meuse - Voie Sacrée,110,85,78,122,56,109,560
200066173.0,CC de Damvillers Spincourt,108,74,81,95,64,87,509
200066223.0,CC Arize Lèze,158,121,175,219,127,191,991
200066231.0,CC des Portes d'Ariège Pyrénées,792,608,676,765,330,506,3677
200066280.0,CC du Pithiverais,510,386,430,548,292,434,2600
200066322.0,CC Terres des Confluences,1047,690,828,1088,614,992,5259
200066330.0,CC Terres du Haut Berry,299,256,261,317,192,335,1660
200066348.0,CC du Minervois au Caroux,273,178,199,311,163,325,1449
200066355.0,CA Sète Agglopôle Méditerranée,2841,1957,1998,2764,1591,2581,13732
200066363.0,CC de la Haute Ariège,125,96,100,147,78,113,659
200066371.0,CC Causses et Vallée de la Dordogne,811,564,579,801,391,628,3774
200066389.0,CA Saint-Lô Agglo,1077,900,848,1030,526,794,5175
200066405.0,CC Roumois Seine,428,350,400,518,290,494,2480
200066413.0,CC Intercom Bernay Terres de Normandie,746,673,722,920,497,1024,4582
200066462.0,CC Interco Normandie Sud Eure,570,455,495,592,337,643,3092
200066512.0,CC Élan Limousin Avenir Nature,312,283,299,379,222,346,1841
200066520.0,CC Ouest Limousin,132,91,132,156,72,152,735
200066553.0,CC des Monts de Lacaune et de la Montagne du Haut Languedoc,105,64,76,110,51,106,512
200066561.0,CC Sidobre Vals et Plateaux,170,151,152,186,119,166,944
200066587.0,CC des Monts du Lyonnais,375,311,312,357,196,292,1843
200066603.0,CC du Pays de Lubersac-Pompadour,111,76,86,104,46,86,509
200066637.0,CC Hautes Terres Communauté,155,115,85,121,50,67,593
200066645.0,CC Vézère-Monédières-Millesources,66,27,39,62,34,36,264
200066652.0,CC Grand Sud Tarn et Garonne,734,541,622,741,434,554,3626
200066660.0,CC Saint-Flour Communauté,323,195,184,183,91,112,1088
200066678.0,CC de la Châtaigneraie Cantalienne,227,149,158,219,106,156,1015
200066710.0,CC Cingal-Suisse Normande,325,333,270,378,213,321,1840
200066728.0,CC Vallées de l'Orne et de l'Odon,296,236,238,302,146,265,1483
200066744.0,CC Haute-Corrèze Communauté,423,314,333,404,198,264,1936
200066751.0,CC Xaintrie Val'Dordogne,148,95,112,128,71,129,683
200066769.0,CC Midi Corrézien,164,128,150,185,83,161,871
200066777.0,CC Ploërmel Communauté,612,544,587,698,374,478,3293
200066785.0,CC de l'Oust à Brocéliande,494,482,457,587,297,482,2799
200066793.0,CA du Grand Annecy,3515,2526,2592,2694,1154,1551,14032
200066801.0,CC Isigny-Omaha Intercom,412,266,280,332,191,323,1804
200066819.0,CC du Volvestre,444,358,438,518,259,491,2508
200066827.0,CC du Pays de Honfleur-Beuzeville,548,351,362,444,245,327,2277
200066835.0,CC de Sézanne-Sud Ouest Marnais,340,227,272,335,186,275,1635
200066850.0,CC des Paysages de la Champagne,253,225,211,272,154,227,1342
200066868.0,CC Presqu'île de Crozon-Aulne maritime,359,273,274,423,224,370,1923
200066876.0,CA de Châlons-en-Champagne,1419,954,1095,1245,703,1122,6538
200066884.0,CC Quercy Vert-Aveyron,368,273,316,426,221,313,1917
200066892.0,CC de Vendeuvre-Soulaines,114,64,92,153,77,136,636
200066918.0,CA Alès Agglomération,2509,2028,2229,2974,1563,2882,14185
200066926.0,CA Grand Auch Coeur de Gascogne,674,454,474,520,249,383,2754
200066975.0,CC Senlis Sud Oise,332,217,266,267,154,249,1485
200067023.0,CC Coutances Mer et Bocage,692,509,559,598,334,513,3205
200067031.0,CC Côte Ouest Centre Manche,309,248,285,310,161,241,1554
200067049.0,CC Spelunca-Liamone,427,75,63,104,39,46,754
200067064.0,CC Decazeville Communauté,285,210,218,272,148,172,1305
200067072.0,CC Haut-Léon Communauté,493,339,380,545,256,533,2546
200067080.0,"CC Chablis, Villages et Terroirs",147,164,141,160,92,163,867
200067106.0,CA du Pays Basque,6081,4028,4136,5112,2558,3774,25689
200067114.0,CA de l'Auxerrois,1089,887,833,904,500,857,5070
200067122.0,CC Coteaux et Plaines du Pays Lafrançaisain,193,136,165,183,99,163,939
200067130.0,CC de Puisaye-Forterre,422,356,400,443,224,396,2241
200067155.0,"CC Saint Affricain, Roquefort, Sept Vallons",188,132,149,208,110,165,952
200067163.0,"CC Monts, Rance et Rougier",62,65,74,79,52,66,398
200067171.0,"CC Aubrac, Carladez et Viadène",109,58,59,77,36,72,411
200067189.0,CC Creuse Sud Ouest,166,137,168,188,116,167,942
200067197.0,CC Monts d'Arrée Communauté,114,92,108,145,79,140,678
200067205.0,CA du Cotentin,2667,1930,1869,2211,1139,2052,11868
200067213.0,CU du Grand Reims,5202,3918,4169,4858,2799,4819,25765
200067221.0,CC Centre Morbihan Communauté,625,515,545,625,341,509,3160
200067239.0,CC des Luys en Béarn,334,253,312,376,208,306,1789
200067247.0,CC Pleyben-Châteaulin-Porzay,309,279,265,401,191,308,1753
200067254.0,CA Pau Béarn Pyrénées,2801,2270,2302,2612,1509,2238,13732
