code_epci,lib_epci,anc_moins_3_mois,anc_3_a_5_mois,anc_6_a_11_mois,anc_12_a_23_mois,anc_24_a_35_mois,anc_plus_36_mois,total
200067262.0,CC du Haut-Béarn,730,370,420,458,252,382,2612
200067288.0,CC du Béarn des Gaves,240,182,179,254,127,197,1179
200067296.0,CC du Nord Est Béarn,406,328,346,412,254,334,2080
200067304.0,CC Serein et Armance,365,281,335,363,190,329,1863
200067320.0,CC Serre-Ponçon Val d'Avance,121,118,124,130,65,105,663
200067346.0,CA Pornic Agglo Pays de Retz,931,724,759,995,513,800,4722
200067361.0,CC Grand-Figeac,666,473,506,638,269,357,2909
200067379.0,CC Côtes de Champagne et Val de Saulx,158,112,135,193,98,151,847
200067429.0,CC Haut Nivernais-Val d'Yonne,154,101,125,144,95,141,760
200067437.0,CA Provence-Alpes-Agglomération,915,680,717,956,506,809,4583
200067445.0,CC Buëch-Dévoluy,155,121,147,186,88,160,857
200067452.0,CC du Guillestrois et du Queyras,176,108,146,214,134,190,968
200067460.0,CC Loudéac Communauté - Bretagne Centre,889,593,685,690,368,561,3786
200067478.0,CC Comtal Lot et Truyère,198,142,163,195,112,160,970
200067486.0,CC Bouzonvillois-Trois Frontières,270,221,259,242,164,246,1402
200067502.0,CA Saint-Avold Synergie,910,727,791,889,548,855,4720
200067510.0,CC Monts et Vallées Ouest Creuse,301,240,261,285,146,243,1476
200067544.0,CC Creuse Confluence,244,184,176,217,134,212,1167
200067551.0,CA Thonon Agglomération,1739,1234,1318,1347,548,671,6857
200067593.0,CC Marche et Combraille en Aquitaine,156,101,141,195,104,165,862
200067627.0,CC Billom Communauté,289,243,323,352,223,345,1775
200067635.0,CA Clisson Sèvre et Maine Agglo,696,585,584,698,357,638,3558
200067643.0,"CC Meurthe, Mortagne, Moselle",192,159,168,219,133,251,1122
200067650.0,CC Houve-Pays Boulageois,276,218,235,265,152,268,1414
200067668.0,"CC de la Cléry, du Betz et de l'Ouanne",328,240,287,336,184,314,1689
200067676.0,CC Canaux et Forêts en Gâtinais,383,324,348,456,215,442,2168
200067684.0,"CA Épernay, Coteaux et Plaine de Champagne",813,637,607,782,428,743,4010
200067692.0,CC Tannay-Brinon-Corbigny,100,76,80,123,51,110,540
200067700.0,CC Sud Nivernais,249,204,204,269,132,250,1308
200067742.0,CC Serre-Ponçon,329,267,286,341,202,302,1727
200067759.0,CC Vallées et Plateau d'Ardenne,396,311,332,420,282,455,2196
200067767.0,CC du Royans-Vercors,136,127,121,192,91,147,814
200067783.0,CC de Hanau-La Petite Pierre,331,227,293,322,162,293,1628
200067791.0,CA Pays Foix-Varilhes,595,430,434,618,286,394,2757
200067817.0,CC Saône-Beaujolais,659,483,540,582,273,428,2965
200067825.0,CA Gap-Tallard-Durance,924,664,709,748,419,621,4085
200067841.0,CC de l'Alsace Bossue,311,255,254,336,166,306,1628
200067866.0,CC Sèvre et Loire,635,547,505,660,295,570,3212
200067874.0,CA de Haguenau,1420,1073,1195,1389,671,1196,6944
200067882.0,CC Bazois Loire Morvan,179,104,142,146,98,191,860
200067890.0,CC Morvan Sommets et Grands Lacs,128,108,108,150,86,144,724
200067908.0,CC Amognes Coeur du Nivernais,92,74,90,89,57,90,492
200067916.0,"CC Loire, Vignobles et Nohain",326,268,298,343,197,325,1757
200067924.0,CC du Canton d'Erstein,583,398,536,546,312,517,2892
200067932.0,CA Golfe du Morbihan - Vannes Agglomération,2787,2187,2186,2662,1403,2064,13289
200067940.0,CC Couserans-Pyrénées,589,428,518,666,400,572,3173
200067957.0,CC Haut Chemin-Pays de Pange,186,139,136,182,108,149,900
200067965.0,CA de la Région de Compiègne et de la Basse Automne,1451,1086,1204,1339,758,1282,7120
200067973.0,CC Thelloise,768,609,696,826,454,650,4003
200067981.0,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,1190,919,1004,1210,661,1130,6114
200067999.0,CA du Beauvaisis,2061,1581,1618,1895,1047,1751,9953
200068005.0,CC de l'Oise Picarde,279,217,284,365,201,369,1715
200068047.0,CA Creil Sud Oise,2208,1539,1663,1770,955,1487,9622
200068070.0,CC Loue-Lison,331,203,258,299,157,212,1460
200068088.0,CC Les Bertranges,233,176,194,223,149,221,1196
200068096.0,CC Champsaur-Valgaudemar,173,122,170,223,104,207,999
200068104.0,CA de la Provence Verte,1805,1544,1470,1717,903,1345,8784
200068112.0,CC du Pays de Saverne,520,421,411,469,233,409,2463
200068120.0,CA Quimper Bretagne Occidentale,1734,1392,1415,1693,908,1386,8528
200068146.0,CC Sarrebourg Moselle Sud,715,507,502,600,318,451,3093
200068229.0,CC des Baronnies en Drôme Provençale,431,309,392,409,271,458,2270
200068278.0,CC Berry Loire Puisaye,266,241,240,314,164,307,1532
200068294.0,CC des Deux Vallées Vertes,199,140,212,241,122,208,1122
200068369.0,CC de Mirecourt Dompaire,235,194,210,206,126,261,1232
200068377.0,CC de la Porte des Vosges Méridionales,462,370,384,505,294,555,2570
200068435.0,CC Coeur du Perche,125,123,123,132,87,131,721
200068443.0,CC Andaine - Passais,191,135,142,163,85,137,853
200068450.0,CC Argentan Intercom,497,402,418,506,260,394,2477
200068468.0,CC des Pays de L'Aigle,426,306,318,427,220,310,2007
200068484.0,CC des Causses à l'Aubrac,178,139,146,160,88,121,832
200068500.0,CA de Cambrai,1500,1149,1318,1630,1032,1783,8412
200068534.0,CC Terroir de Caux,408,344,423,531,328,610,2644
200068542.0,CC Les Balcons du Dauphiné,1064,871,934,1117,518,678,5182
200068559.0,CC de l'Ouest Vosgien,323,249,248,345,194,369,1728
200068567.0,CC Les Vals du Dauphiné,950,716,851,879,435,607,4438
200068625.0,CC Alpes-Provence-Verdon - Sources de Lumière,246,115,149,210,97,208,1025
200068641.0,CA Le Muretain Agglo,1961,1660,1702,2028,978,1688,10017
200068658.0,"CA de Chaumont, du Bassin Nogentais et du Bassin de Bologne Vignory Froncles",716,536,530,625,330,480,3217
200068666.0,CA de Saint-Dizier Der et Blaise,920,734,808,914,603,1060,5039
200068674.0,CA Grand Lac,1346,851,942,1125,524,638,5426
200068682.0,CC Terre d'Eau,352,200,204,289,177,348,1570
200068757.0,CA d'Épinal,1814,1412,1496,1755,1012,1740,9229
200068765.0,CC du Sisteronais-Buëch,428,307,358,460,266,446,2265
200068773.0,CC des Vosges côté Sud Ouest,159,123,144,145,75,183,829
200068781.0,CA Valence Romans Agglo,4285,3362,3705,4346,2345,3764,21807
200068799.0,CC Intercom de la Vire au Noireau,720,550,601,704,423,664,3662
200068807.0,CC Bassin Auterivain Haut-Garonnais,479,421,428,497,276,457,2558
200068815.0,CC Coeur de Garonne,530,383,454,558,295,511,2731
200068831.0,CC Pays Ségali,171,164,164,194,109,157,959
200068856.0,CC des Hauts du Perche,131,69,93,140,67,90,590
200068864.0,CC de la Mossig et du Vignoble,256,239,239,300,135,252,1421
200068872.0,CC Éguzon - Argenton - Vallée de la Creuse,289,244,246,255,173,292,1499
200068880.0,CC Champagne Boischauts,106,107,91,134,79,115,632
200068914.0,CC La Rochefoucauld - Porte du Périgord,274,223,248,297,186,328,1556
200068922.0,CC du Confluent et des Coteaux de Prayssas,346,272,339,375,249,484,2065
200068930.0,CC Fumel Vallée du Lot,365,265,327,402,238,427,2024
200068948.0,CC Albret Communauté,401,293,342,472,267,485,2260
200068955.0,CC Anjou Loir et Sarthe,391,326,360,467,258,509,2311
200068963.0,CC Maine Coeur de Sarthe,224,194,189,275,127,250,1259
200068989.0,CA Dinan Agglomération,1544,1188,1292,1518,849,1370,7761
200068997.0,CA Arlysère,1109,668,757,642,271,348,3795
200069003.0,CC du Barséquanais en Champagne,251,182,220,274,175,344,1446
200069029.0,CA des Deux Baies en Montreuillois,1173,795,761,1005,620,994,5348
200069037.0,CA du Pays de Saint-Omer,1660,1311,1396,1806,1093,1904,9170
200069052.0,CA Grand Belfort,2008,1518,1631,1789,861,1507,9314
200069060.0,CC des Vosges du Sud,190,141,164,197,81,159,932
200069086.0,CC Leff Armor Communauté,444,365,376,492,264,438,2379
200069094.0,CC Isle et Crempse-en-Périgord,225,153,170,215,118,206,1087
200069102.0,CC Randon - Margeride,50,34,44,46,34,27,235
200069110.0,CA du Grand Chambéry,2385,1745,1755,1894,956,1352,10087
200069128.0,CC Mont Lozère,88,50,61,74,40,70,383
200069136.0,CC des Cévennes au Mont Lozère,81,44,58,100,47,71,401
200069144.0,CC des Hautes Terres de l'Aubrac,47,33,32,40,26,34,212
200069151.0,CC Gorges Causses Cévennes,164,81,73,111,58,90,577
200069169.0,CC Dômes Sancy Artense,131,93,110,174,99,146,753
200069177.0,CC Mond'Arverne Communauté,434,352,398,471,263,448,2366
200069185.0,CC des Terres d'Apcher-Margeride-Aubrac,134,68,93,115,57,76,543
200069193.0,CC de la Dombes,510,356,396,412,195,235,2104
200069227.0,CC Pays Fort Sancerrois Val de Loire,246,185,205,240,138,217,1231
200069235.0,CC du Haut Pays du Montreuillois,228,138,169,190,111,178,1014
200069250.0,CA Troyes Champagne Métropole,3604,2618,2926,3536,1936,3395,18015
200069268.0,CC Aubrac Lot Causses Tarn,114,73,76,91,67,43,464
200069300.0,CA Tarbes-Lourdes-Pyrénées,3927,1672,1816,2315,1229,1911,12870
200069383.0,CC du Grand Villefranchois,433,301,311,348,195,292,1880
200069391.0,CA de Lamballe Terre et Mer,958,773,762,910,471,727,4601
200069409.0,CA Saint-Brieuc Armor Agglomération,2602,2102,2138,2560,1421,2326,13149
200069417.0,CC Pays d'Orthe et Arrigans,406,304,318,433,228,392,2081
200069425.0,CA Mont-Saint-Michel-Normandie,1269,847,908,1047,529,889,5489
200069433.0,CC de Vezouze en Piémont,192,115,130,181,106,233,957
200069441.0,CC du Pays de Bitche,422,309,326,461,274,438,2230
200069458.0,CC des Vallées d'Auge et du Merlerault,213,169,185,203,109,189,1068
200069482.0,CC des Campagnes de l'Artois,374,303,304,415,242,398,2036
200069516.0,CC Seulles Terre et Mer,220,162,143,169,81,135,910
200069524.0,CC Pré-Bocage Intercom,342,304,265,391,197,310,1809
200069532.0,CA Lisieux Normandie,1324,891,976,1133,629,931,5884
200069540.0,CC Norge et Tille,146,103,106,146,57,121,679
200069565.0,CC des Lacs et Montagnes du Haut-Doubs,283,194,220,236,109,131,1173
200069581.0,CC Convergence Garonne,541,441,476,592,274,533,2857
200069599.0,CC Rurales de l'Entre-deux-Mers,234,223,205,301,141,287,1391
200069615.0,CC Bresse Haute Seille,230,181,175,249,110,123,1068
200069623.0,CC Champagnole Nozeroy Jura,281,252,260,281,110,185,1369
200069631.0,CC Terres de Chalosse,291,208,205,282,167,235,1388
200069649.0,CC Chalosse Tursan,330,271,280,327,201,348,1757
200069656.0,CC Coeur Haute Lande,328,269,258,335,182,295,1667
200069664.0,CC Meuse Rognon,129,99,85,128,75,104,620
200069672.0,CC du Ternois,526,387,432,572,330,406,2653
200069698.0,CC Mâconnais - Tournugeois,255,205,217,267,131,241,1316
200069722.0,CC Interrégionale Aumale - Blangy-sur-Bresle,283,251,284,349,208,355,1730
200069730.0,CC des Quatre Rivières,403,331,305,449,274,463,2225
200069748.0,CC Val de Gâtine,310,211,216,279,155,268,1439
200069755.0,CC Mellois-en-Poitou,614,430,413,558,325,513,2853
200069763.0,CC du Haut-Poitou,494,481,469,514,294,524,2776
200069821.0,CA Fécamp Caux Littoral Agglomération,618,510,519,690,428,657,3422
200069839.0,CC de la Côte d'Albâtre,358,247,275,405,263,502,2050
200069847.0,CC Plateau de Caux-Doudeville-Yerville,297,202,245,338,163,325,1570
200069854.0,CU du Grand Poitiers,3110,2476,2371,2747,1420,2323,14447
200069912.0,CC des Forêts du Perche,97,92,80,128,76,113,586
200069953.0,CC des Portes Euréliennes d'Île-de-France,627,469,531,683,324,526,3160
200069961.0,CC du Grand Châteaudun,575,454,506,583,295,556,2969
200069995.0,CC Médoc Coeur de Presqu'île,663,486,477,655,383,576,3240
200070035.0,CC du Civraisien en Poitou,299,269,271,361,168,296,1664
200070043.0,CC Vienne et Gartempe,465,388,382,463,294,360,2352
200070068.0,CC Communauté Bray-Eawy,284,239,255,320,177,329,1604
200070092.0,CA du Libournais,1815,1426,1462,1861,948,1807,9319
200070100.0,CC du Val de Sully,345,279,272,357,195,361,1809
200070118.0,CC Val de Saône Centre,270,213,244,223,103,128,1181
200070126.0,CC Seine et Aube,148,115,116,131,92,157,759
200070142.0,CC Lyons Andelle,279,235,248,326,210,386,1684
200070159.0,CC Coeur de Beauce,319,275,277,381,171,311,1734
200070167.0,CC Terres de Perche,195,170,203,253,131,221,1173
200070183.0,CC des Terres du Val de Loire,628,483,580,677,317,591,3276
200070233.0,"CC Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière",607,514,505,645,294,424,2989
200070282.0,CC Lavalette Tude Dronne,184,168,193,238,144,251,1178
200070290.0,CC Coeur du Pays Haut,292,230,246,283,184,317,1552
200070308.0,CA Mâconnais Beaujolais Agglomération,1447,1165,1279,1481,743,1061,7176
200070316.0,"CC Entre Arroux, Loire et Somme",263,209,226,312,161,305,1476
200070324.0,CC du Territoire de Lunéville à Baccarat,625,511,538,664,411,806,3555
200070332.0,CC des Savoir-Faire,224,143,170,182,130,176,1025
200070340.0,CC Haute-Maurienne Vanoise,126,70,111,89,33,49,478
200070365.0,CC Corbières Salanque Méditerranée,446,333,373,490,294,408,2344
200070373.0,CC Loir-Lucé-Bercé,399,302,329,394,202,421,2047
200070407.0,CA Pays d'Issoire,771,675,799,1017,600,975,4837
200070431.0,CC Saint-Marcellin Vercors Isère Communauté,625,574,518,706,397,586,3406
200070449.0,CC Inter-Caux-Vexin,535,445,460,599,341,568,2948
200070464.0,CC Coeur de Maurienne Arvan,244,152,199,158,81,111,945
200070506.0,CC Pays de Nexon Monts de Chalus,143,101,127,153,94,126,744
200070514.0,CA du Grand Cognac,1113,904,999,1175,696,1138,6025
200070530.0,CC du Grand Autunois Morvan,503,400,437,589,331,660,2920
200070548.0,CC La Clayette Chauffailles en Brionnais,161,134,148,199,85,173,900
200070555.0,CC de la Veyle,314,198,215,285,123,204,1339
200070563.0,CC Terres Touloises,648,553,508,596,342,560,3207
200070571.0,CC Coeur de Berry,103,72,88,110,68,116,557
200070589.0,CC de Seille et Grand Couronné,176,160,155,202,108,178,979
200070647.0,CA Bergeracoise,1214,882,941,1063,593,961,5654
200070662.0,CC Bretagne porte de Loire Communauté,443,332,329,411,229,335,2079
200070670.0,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,360,254,275,319,184,289,1681
200070688.0,CC Couesnon Marches de Bretagne,288,221,257,253,126,259,1404
200070712.0,CC Thiers Dore et Montagne,656,510,604,760,453,792,3775
200070720.0,CC Médoc Atlantique,717,444,432,578,337,597,3105
200070738.0,CC Mad et Moselle,193,179,247,257,120,218,1214
200070746.0,CA Sarreguemines Confluences,972,745,848,1006,559,929,5059
200070753.0,CA Riom Limagne et Volcans,858,718,763,874,530,918,4661
200070761.0,CC Ambert Livradois Forez,339,297,347,429,198,392,2002
200070779.0,CC Brie des Rivières et Châteaux,407,326,335,398,188,272,1926
200070787.0,CC du Plateau de Lannemezan,249,201,218,273,137,248,1326
200070795.0,CC du Pays de Trie et du Magnoac,87,50,66,85,42,60,390
200070803.0,CC des Coteaux du Val-d'Arros,161,114,105,161,85,94,720
200070811.0,CC Pyrénées Vallées des Gaves,442,172,172,247,130,205,1368
200070829.0,CC Neste Barousse,93,76,75,92,67,74,477
200070845.0,CC Orne Lorraine Confluences,795,601,672,837,462,860,4227
200070852.0,CC Usses et Rhône,246,208,235,253,149,141,1232
200070894.0,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,297,259,286,357,198,272,1669
200070902.0,CC Auxonne Pontailler Val de Saône,319,233,262,307,193,332,1646
200070910.0,CC Tille et Venelle,60,50,52,63,41,73,339
200070928.0,CC Terre de Picardie,301,226,282,320,212,378,1719
200070936.0,CC Ponthieu-Marquenterre,537,369,377,583,300,494,2660
200070944.0,CC du Vimeu,396,285,307,423,205,391,2007
200070951.0,CC du Territoire Nord Picardie,423,359,413,550,336,609,2690
200070969.0,CC Avre Luce Noye,286,220,242,290,180,344,1562
200070977.0,CC du Grand Roye,476,378,431,493,270,498,2546
200070985.0,CC de l'Est de la Somme,328,269,351,439,281,514,2182
200070993.0,CA de la Baie de Somme,950,663,737,935,522,893,4700
200071017.0,CC des Terres d'Auxois,192,159,166,216,112,203,1048
200071025.0,CC Haute-Provence-Pays de Banon,176,145,145,203,99,185,953
200071033.0,CC Jabron-Lure-Vançon-Durance,85,62,70,90,42,69,418
200071041.0,CC du Chaourçois et du Val d'Armance,122,101,121,163,98,162,767
200071058.0,CC Les Avant-Monts,467,363,423,527,274,444,2498
200071066.0,CA de Saint-Dié-des-Vosges,1221,931,1098,1381,803,1805,7239
200071074.0,CC Les Portes de l'Ile de France,309,261,271,332,157,284,1614
200071082.0,CA Montluçon Communauté,1114,803,895,1069,627,1278,5786
200071116.0,CA ECLA (Espace Communautaire Lons Agglomération),620,450,461,475,220,284,2510
200071140.0,CA Moulins Communauté,939,736,849,1029,587,1049,5189
200071157.0,CC des Hautes-Vosges,517,438,403,554,295,524,2731
200071165.0,CA Les Sables d'Olonne Agglomération,977,696,675,791,417,736,4292
200071173.0,CC du Pays Arnay Liernais,74,70,73,77,41,86,421
200071181.0,CC Somme Sud-Ouest,495,409,480,568,374,612,2938
200071199.0,CC Plaine Limagne,246,229,225,288,203,352,1543
200071207.0,CC de Pouilly-en-Auxois/Bligny-sur-Ouche,116,84,97,84,50,92,523
200071215.0,CC Chavanon Combrailles et Volcans,113,114,94,165,80,169,735
200071223.0,CC Nièvre et Somme,379,332,369,533,316,660,2589
200071298.0,CC des Terres du Lauragais,512,425,451,598,295,500,2781
200071314.0,CC des Hauts Tolosans,462,432,435,547,310,396,2582
200071363.0,CA Vichy Communauté,1451,1095,1128,1477,811,1669,7631
200071371.0,CC Bresse et Saône,312,268,260,292,142,223,1497
200071389.0,CC Saint-Pourçain Sioule Limagne,446,344,387,536,314,515,2542
200071405.0,CC Ardèche Rhône Coiron,410,367,400,451,267,362,2257
200071413.0,CA Privas Centre Ardèche,717,580,614,726,421,619,3677
200071454.0,CA Evreux Portes de Normandie,1971,1635,1750,2055,1119,1954,10484
200071470.0,CC Entr'Allier Besbre et Loire,307,291,244,367,213,430,1852
200071496.0,CC du Bocage Bourbonnais,175,133,147,181,128,200,964
200071504.0,CC des Collines du Perche Normand,164,126,129,170,87,158,834
200071512.0,CC Commentry Montmarault Néris Communauté,329,266,303,412,243,466,2019
200071520.0,CC Domfront Tinchebray Interco,187,190,172,192,103,186,1030
200071538.0,CC Terres de Bresse,314,245,269,367,176,292,1663
200071546.0,CC Sud Retz Atlantique,472,447,430,518,263,410,2540
200071553.0,CC Loire Layon Aubance,717,656,621,817,439,941,4191
200071579.0,CC Bresse Louhannaise Intercom',434,331,402,445,219,248,2079
200071587.0,CC Loches Sud Touraine,710,595,661,804,441,681,3892
200071595.0,"CC Arbois, Poligny, Salins, Coeur du Jura",247,189,220,280,141,198,1275
200071629.0,CC Challans-Gois Communauté,827,660,629,755,425,630,3926
200071645.0,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,92,81,103,94,53,83,506
200071652.0,CC du Pays Fertois et du Bocage Carrougien,68,45,48,54,29,47,291
200071678.0,CA du Choletais,1721,1388,1311,1553,832,1450,8255
200071751.0,CA du Bassin de Bourg-en-Bresse,2073,1567,1680,1826,938,1260,9344
200071769.0,CC Picardie des Châteaux,222,209,236,306,198,299,1470
200071777.0,"CC d'Arcis, Mailly, Ramerupt",159,137,134,215,101,185,931
200071785.0,CA Chauny-Tergnier-La Fère,1054,833,919,1087,696,1140,5729
200071819.0,CC du Périgord Nontronnais,197,160,162,164,94,139,916
200071827.0,CA du Grand Angoulême,2639,2066,2203,2617,1531,2618,13674
200071843.0,CC du Vexin Normand,509,428,457,603,280,521,2798
200071850.0,CC du Pithiverais-Gâtinais,386,296,351,453,219,383,2088
200071868.0,CC des Vallées du Haut-Anjou,528,433,437,518,274,472,2662
200071876.0,CA Saumur Val de Loire,1875,1482,1579,1996,1085,2165,10182
200071884.0,CC Le Grand Charolais,523,409,449,539,311,502,2733
200071892.0,CA du Saint-Quentinois,1713,1336,1482,1723,1036,2122,9412
200071900.0,CC Vendée Grand Littoral,655,471,413,604,315,511,2969
200071918.0,CC du Pays de Saint-Fulgent - Les Essarts,379,299,285,334,149,273,1719
200071926.0,CC du Limouxin,539,357,405,512,280,457,2550
200071934.0,CC Pays de Fontenay-Vendée,611,501,482,565,361,558,3078
200071942.0,CC Haut Limousin en Marche,269,215,242,272,145,306,1449
200071967.0,CC Pays d'Évian Vallée d'Abondance,851,508,544,646,273,314,3136
200071983.0,CC Thiérache Sambre et Oise,328,261,293,351,187,392,1812
200071991.0,CC Retz-en-Valois,460,351,431,577,333,573,2725
200072007.0,CC de la Montagne d'Ardèche,57,36,37,52,25,59,266
200072015.0,CA Annonay Rhône Agglo,796,630,671,903,462,792,4254
200072023.0,CC Coeur de Charente,265,252,268,352,192,317,1646
200072031.0,CA de la Région de Château-Thierry,1060,866,897,1026,556,936,5341
200072049.0,CC de Charente Limousine,466,366,397,520,272,486,2507
200072056.0,CC Porte du Jura,141,110,136,137,77,62,663
200072064.0,CC Val-de-Cher-Controis,682,489,543,731,394,689,3528
200072072.0,CA Territoires Vendômois,654,598,684,810,457,812,4015
200072080.0,CC du Pays de Saint-Éloy,176,154,179,233,124,186,1052
200072098.0,CC Combrailles Sioule et Morge,236,198,203,260,156,263,1316
200072106.0,CC Adour Madiran,390,254,324,396,227,278,1869
200072130.0,CA du Pays de Meaux,2024,1466,1562,1697,796,1146,8691
200072304.0,CC Vallée de l'Ubaye - Serre-Ponçon,178,120,145,149,99,135,826
200072312.0,CA Seine Normandie Agglomération,1343,1020,1102,1303,753,1312,6833
200072320.0,CC Val de Gers,139,72,86,91,48,83,519
200072346.0,CA du Pays de Fontainebleau,928,693,728,796,418,643,4206
200072452.0,CA Fougères Agglomération,836,624,650,729,368,603,3810
200072460.0,"CA de Béthune-Bruay, Artois-Lys Romane",4478,3567,3849,4782,2953,4685,24314
200072478.0,CC Pays d'Opale,353,316,322,453,247,516,2207
200072544.0,CC des Deux Morin,386,297,303,346,193,274,1799
200072635.0,CC Pyrénées Haut Garonnaises,306,170,213,251,132,210,1282
200072643.0,CC Coeur et Coteaux du Comminges,658,535,514,670,372,612,3361
200072650.0,CC Touraine Vallée de l'Indre,658,542,576,665,392,613,3446
200072668.0,CC Touraine Val de Vienne,369,263,311,398,241,372,1954
200072676.0,CC Maine Saosnois,427,361,349,447,254,414,2252
200072684.0,CC Le Gesnois Bilurien,342,333,339,421,250,394,2079
200072692.0,CC des Vallées de la Braye et de l'Anille,173,161,155,225,113,192,1019
200072700.0,CC Haute Sarthe Alpes Mancelles,313,268,243,316,185,344,1669
200072718.0,CC de la Champagne Conlinoise et du Pays de Sillé,249,195,198,282,147,293,1364
200072726.0,CC Châteaubriant-Derval,661,607,570,642,331,581,3392
200072734.0,CC Estuaire et Sillon,495,411,439,558,288,423,2614
200072825.0,CC Mirebellois et Fontenois,125,124,100,143,65,101,658
200072874.0,CC Val Briard,365,253,251,280,132,205,1486
200072882.0,CC de Vie et Boulogne,666,502,555,688,317,488,3216
200072981.0,CC Touraine Ouest Val de Loire,441,399,392,512,283,536,2563
200072999.0,CC du Grand Langres,356,271,262,265,163,214,1531
200073013.0,CC Carnelle Pays-De-France,374,250,286,291,173,233,1607
200073096.0,CA Arche Agglo,949,807,883,1055,547,938,5179
200073104.0,CC de l'Île-Rousse - Balagne,587,139,70,79,38,36,949
200073112.0,CC Sud Sarthe,338,281,302,386,219,445,1971
200073120.0,CC Nebbiu - Conca d'Oro,310,91,53,72,34,43,603
200073138.0,CC Pasquale Paoli,112,39,46,62,37,56,352
200073146.0,CC Cagire Garonne Salat,250,172,203,282,169,284,1360
200073161.0,CC Touraine-Est Vallées,493,381,401,541,269,429,2514
200073237.0,CC de Gâtine et Choisilles - Pays de Racan,294,219,201,321,163,285,1483
200073245.0,CC du Bassin d'Aubenas,899,648,699,861,491,825,4423
200073252.0,CC de la Castagniccia-Casinca,306,178,145,150,55,74,908
200073260.0,CC Sud Vendée Littoral,952,705,674,861,466,805,4463
200073344.0,CA Rambouillet Territoires,881,705,702,815,376,596,4075
200073393.0,CC des Rives du Haut-Allier,225,167,185,252,125,205,1159
200073401.0,CC Mézenc-Loire-Meygal,127,123,137,152,66,108,713
200073419.0,CA du Puy-en-Velay,1228,980,1059,1158,700,1093,6218
200073427.0,CC Marches du Velay-Rochebaron,461,371,371,474,218,375,2270
200077014.0,CA Vienne Condrieu,1528,1045,1193,1247,573,805,6391
200077055.0,CA Coulommiers Pays de Brie,1161,851,913,1008,514,733,5180
200083392.0,CA de Laval Agglomération,1873,1504,1428,1570,779,1299,8453
200084952.0,CU du Havre Seine Métropole,5056,4170,4125,5245,3041,5577,27214
200085728.0,CC de Brioude Sud Auvergne,297,211,236,264,177,270,1455
200085751.0,CC d'Entre Bièvre et Rhône,1279,898,870,1114,529,652,5342
240100610.0,CC de la Côtière à Montluel,341,311,280,272,161,184,1549
240100750.0,CA du Pays de Gex,1328,997,1132,1244,528,505,5734
240100800.0,CC de Miribel et du Plateau,342,240,275,243,123,192,1415
240100883.0,CC de la Plaine de l'Ain,1294,958,1051,1203,551,666,5723
240100891.0,CC du Pays Bellegardien (CCPB),402,294,363,360,149,236,1804
240200444.0,CC de la Thiérache du Centre,459,368,340,451,296,495,2409
240200469.0,CC du Pays de la Serre,223,185,212,292,179,376,1467
240200477.0,CA GrandSoissons Agglomération,1051,893,940,1082,657,1313,5936
240200493.0,CC du Pays du Vermandois,513,396,440,620,332,679,2980
240200501.0,CC du Val de l'Aisne,287,194,271,309,208,429,1698
240200519.0,CC du Canton d'Oulchy-le-Château,70,65,67,106,37,113,458
240200576.0,CC de la Champagne Picarde,255,210,238,348,220,439,1710
240200584.0,CC du Canton de Charly-sur-Marne,227,198,209,267,114,199,1214
240200592.0,CC du Chemin des Dames,73,66,82,110,50,95,476
240200600.0,CC des Trois Rivières,387,267,361,443,264,453,2175
240200634.0,CC des Portes de la Thiérache,105,90,93,128,68,205,689
240300491.0,CC du Pays de Lapalisse,100,92,107,127,65,145,636
240300558.0,CC du Pays de Tronçais,93,75,76,106,70,129,549
240300566.0,CC du Val de Cher,68,47,59,77,55,94,400
240300657.0,CC du Pays d'Huriel,90,72,80,132,60,110,544
240400440.0,CC Pays Forcalquier et Montagne de Lure,181,134,161,215,133,192,1016
240500439.0,CC du Briançonnais,492,328,454,473,264,381,2392
240500462.0,CC du Pays des Ecrins,128,105,137,135,64,132,701
240600551.0,CA de la Riviera Française,1652,954,893,1137,513,720,5869
240600585.0,CA de Sophia Antipolis,4171,2359,2466,3063,1460,2371,15890
240600593.0,CC du Pays des Paillons,385,307,329,328,181,242,1772
240700302.0,CC du Pays Beaume-Drobie,232,137,147,232,120,198,1066
240700617.0,CC Val de Ligne,172,109,110,127,92,138,748
240700716.0,CC du Val d'Ay,76,56,53,81,39,50,355
240700815.0,CC Berg et Coiron,148,122,131,167,85,139,792
240700864.0,CC du Rhône aux Gorges de l'Ardèche,407,298,346,396,245,376,2068
240800821.0,"CC Ardenne, Rives de Meuse",480,427,436,553,343,594,2833
240800847.0,CC des Portes du Luxembourg,270,219,242,335,214,359,1639
240800862.0,CC des Crêtes Préardennaises,272,205,215,321,155,295,1463
240800920.0,CC de l'Argonne Ardennaise,213,176,196,210,112,191,1098
240900431.0,CC du Pays de Tarascon,171,131,110,159,66,119,756
240900464.0,CC du Pays d'Olmes,312,182,246,294,183,295,1512
241000223.0,"CC Forêts, Lacs, Terres en Champagne",83,75,77,102,49,79,465
