code_epci,lib_epci,anc_moins_3_mois,anc_3_a_5_mois,anc_6_a_11_mois,anc_12_a_23_mois,anc_24_a_35_mois,anc_plus_36_mois,total
243500550.0,CC Montfort Communauté,315,257,250,350,139,250,1561
200067197.0,CC Monts d'Arrée Communauté,117,100,116,139,76,127,675
200067510.0,CC Monts et Vallées Ouest Creuse,321,237,260,303,154,236,1511
200067163.0,"CC Monts, Rance et Rougier",73,67,72,90,44,74,420
247700032.0,CC Moret Seine et Loing,492,409,419,548,264,366,2498
200067890.0,CC Morvan Sommets et Grands Lacs,133,113,126,154,71,135,732
245400171.0,CC Moselle et Madon,352,230,285,370,223,278,1738
200073120.0,CC Nebbiu - Conca d'Oro,333,74,58,86,42,36,629
200070829.0,CC Neste Barousse,108,83,89,123,49,71,523
200071223.0,CC Nièvre et Somme,411,364,458,588,317,652,2790
200069540.0,CC Norge et Tille,131,115,122,133,91,104,696
200065563.0,CC Normandie-Cabourg-Pays d'Auge,560,349,351,502,282,362,2406
248500258.0,CC Océan Marais de Monts,453,300,277,368,180,319,1897
247200447.0,CC Orée de Bercé - Belinois,237,197,223,274,163,284,1378
200070845.0,CC Orne Lorraine Confluences,818,640,718,903,525,846,4450
200044048.0,CC Osartis Marquion,573,468,501,786,437,523,3288
200039055.0,CC Ouche et Montagne,120,97,93,140,78,133,661
200066520.0,CC Ouest Limousin,135,121,120,138,71,161,746
200073138.0,CC Pasquale Paoli,135,47,57,77,36,52,404
247700438.0,CC Pays Créçois,418,321,341,424,187,278,1969
200040624.0,CC Pays d'Apt-Luberon,781,461,523,597,289,445,3096
248500340.0,CC Pays de Chantonnay,351,305,326,338,187,279,1786
243500659.0,CC Pays de Châteaugiron Communauté,326,301,255,328,123,210,1543
200071934.0,CC Pays de Fontenay-Vendée,574,448,498,695,338,563,3116
200070290.0,CC Pays de l'Audunois et du Bassin de Landres,302,204,274,378,188,304,1650
247700107.0,CC Pays de Montereau,857,627,751,844,387,479,3945
246401756.0,CC Pays de Nay,372,272,318,399,217,305,1883
200023240.0,CC Pays de Nemours,477,374,435,505,241,351,2383
200007177.0,CC Pays de Nérondes,62,58,50,74,40,82,366
200070506.0,CC Pays de Nexon Monts de Chalus,149,128,130,172,74,135,788
200039832.0,CC Pays des Vans en Cévennes,223,176,136,258,115,201,1109
200071967.0,CC Pays d'Évian Vallée d'Abondance,884,592,578,615,267,267,3203
200072478.0,CC Pays d'Opale,401,319,336,499,285,523,2363
200069417.0,CC Pays d'Orthe et Arrigans,401,288,340,455,271,331,2086
200034882.0,CC Pays du Mont-Blanc,752,511,538,545,268,261,2875
200034379.0,CC Pays d'Uzès,493,358,415,502,262,447,2477
240400440.0,CC Pays Forcalquier et Montagne de Lure,231,142,158,274,114,169,1088
200069227.0,CC Pays Fort Sancerrois Val de Loire,216,180,238,267,126,244,1271
200066025.0,CC Pays Rhin - Brisach,384,313,315,371,190,335,1908
200068831.0,CC Pays Ségali,187,142,164,214,108,127,942
242400752.0,CC Périgord-Limousin,211,165,157,187,103,142,965
200042992.0,CC Perthois-Bocage et Der,72,64,62,79,39,59,375
200012060.0,CC Petite Montagne,89,71,75,85,42,40,402
200041960.0,CC Pévèle-Carembault,1054,886,977,1322,643,1050,5932
200071769.0,CC Picardie des Châteaux,254,195,242,352,163,343,1549
200035707.0,CC Piège Lauragais Malepère,267,211,219,292,149,203,1341
200071199.0,CC Plaine Limagne,270,223,260,362,181,342,1638
200033090.0,CC Plaines et Monts de France,264,193,260,274,121,151,1263
200069847.0,CC Plateau de Caux-Doudeville-Yerville,276,249,266,327,165,310,1593
200067247.0,CC Pleyben-Châteaulin-Porzay,357,297,343,376,179,306,1858
200066777.0,CC Ploërmel Communauté,621,569,582,732,307,456,3267
242900744.0,CC Poher Communauté,208,187,195,263,123,185,1161
200070936.0,CC Ponthieu-Marquenterre,607,385,469,543,326,484,2814
245614433.0,CC Pontivy Communauté,637,608,621,724,350,560,3500
200036572.0,CC Porte d'Aquitaine en Pays de Serres,57,62,64,89,41,58,371
200040491.0,CC Porte de Drômardèche,916,709,789,981,507,650,4552
247300676.0,CC Porte de Maurienne,99,72,68,91,44,56,430
200072056.0,CC Porte du Jura,128,114,138,161,46,53,640
200059400.0,CC Porte Océane du Limousin,358,292,341,393,175,367,1926
200041556.0,CC Portes de la Creuse en Marche,81,73,74,109,46,94,477
200011781.0,CC Portes du Berry entre Loire et Val d'Aubois,117,90,117,134,71,181,710
200069524.0,CC Pré-Bocage Intercom,331,311,365,397,170,268,1842
200066868.0,CC Presqu'île de Crozon-Aulne Maritime,427,284,310,390,207,366,1984
200040202.0,CC Provence Verdon,417,334,361,452,214,315,2093
200043776.0,CC Pyrénées Audoises,241,180,198,277,156,242,1294
246600464.0,CC Pyrénées Catalanes,103,106,135,139,98,113,694
246600399.0,CC Pyrénées Cerdagne,173,109,147,151,83,96,759
200072635.0,CC Pyrénées Haut Garonnaises,335,187,220,257,128,212,1339
200070811.0,CC Pyrénées Vallées des Gaves,504,196,224,273,111,203,1511
244600482.0,CC Quercy - Bouriane,163,117,129,187,94,156,846
200066884.0,CC Quercy Vert-Aveyron,369,307,337,443,205,274,1935
245614383.0,CC Questembert Communauté,334,305,310,383,225,308,1865
247000821.0,CC Rahin et Cherimont,136,126,168,198,99,180,907
200069102.0,CC Randon - Margeride,56,36,43,53,19,22,229
200035863.0,"CC Région Lézignanaise, Corbières et Minervois",620,523,549,691,327,568,3278
200071991.0,CC Retz-en-Valois,452,405,450,629,304,570,2810
200041366.0,CC Rhône Crussol,452,373,387,523,248,374,2357
200000628.0,CC Rhône Lez Provence,570,453,476,609,307,472,2887
243000569.0,"CC Rhony, Vistre, Vidourle",510,371,411,562,264,376,2494
200029999.0,CC Rives de l'Ain - Pays du Cerdon,232,190,186,214,107,147,1076
200039949.0,CC Rives de Moselle,783,665,700,891,488,759,4286
242101509.0,CC Rives de Saône,271,237,265,310,176,280,1539
245614417.0,CC Roi Morvan Communauté,382,270,328,425,243,404,2052
200066405.0,CC Roumois Seine,577,509,520,718,403,623,3350
246600415.0,CC Roussillon-Conflent,462,352,333,526,253,414,2340
247400740.0,CC Rumilly Terre de Savoie,476,390,390,397,187,199,2039
200069599.0,CC Rurales de l'Entre-deux-Mers,230,249,234,271,169,282,1435
200067155.0,"CC Saint Affricain, Roquefort, Sept Vallons",195,155,186,219,91,157,1003
200071645.0,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,82,70,84,94,57,75,462
200070431.0,CC Saint-Marcellin Vercors Isère Communauté,634,571,574,798,362,585,3524
200071389.0,CC Saint-Pourçain Sioule Limagne,451,338,435,549,288,482,2543
200040038.0,CC Saône Doubs Bresse,157,132,141,176,98,169,873
200067817.0,CC Saône-Beaujolais,674,482,529,620,321,432,3058
200027217.0,CC Sarlat-Périgord Noir,503,239,238,310,159,240,1689
200068146.0,CC Sarrebourg Moselle Sud,777,507,596,696,331,462,3369
200013050.0,CC Sauer-Pechelbronn,204,140,163,201,134,192,1034
200000933.0,CC Sauldre et Sologne,223,173,179,236,104,176,1091
249500430.0,CC Sausseron Impressionnistes,212,150,157,225,109,182,1035
200071314.0,CC Save Garonne et Côteaux de Cadours,527,435,428,596,265,348,2599
200070126.0,CC Seine et Aube,130,107,128,175,93,165,798
200066975.0,CC Senlis Sud Oise,339,259,257,333,186,254,1628
200067304.0,CC Serein et Armance,388,308,291,400,225,321,1933
200067742.0,CC Serre-Ponçon,346,245,306,366,213,274,1750
200067320.0,CC Serre-Ponçon Val d'Avance,116,114,106,132,68,103,639
200069516.0,CC Seulles Terre et Mer,219,151,170,178,79,125,922
200067866.0,CC Sèvre et Loire,645,570,548,667,376,551,3357
200066561.0,CC Sidobre Vals et Plateaux,155,152,181,223,115,159,985
200071181.0,CC Somme Sud-Ouest,525,393,504,705,341,588,3056
200067049.0,CC Spelunca-Liamone,430,62,63,97,39,55,746
200066033.0,CC Sud Alsace Largue,320,219,247,251,138,185,1360
247104094.0,CC Sud Côte Chalonnaise,117,107,122,167,96,148,757
200067700.0,CC Sud Nivernais,262,228,234,272,152,247,1395
200071546.0,CC Sud Retz Atlantique,464,421,418,537,236,416,2492
200073112.0,CC Sud Sarthe,334,298,298,392,200,441,1963
200073260.0,CC Sud Vendée Littoral,965,759,710,927,508,802,4671
200042653.0,CC Sud-Hérault,346,265,280,362,181,292,1726
246600282.0,CC Sud-Roussillon,593,470,422,564,346,526,2921
241501055.0,CC Sumène - Artense,94,78,81,101,48,70,472
200066041.0,CC Sundgau,629,456,538,605,321,397,2946
200067692.0,CC Tannay-Brinon-Corbigny,104,69,89,114,57,123,556
200034023.0,CC Tarn-Agout,433,381,417,540,292,393,2456
243000650.0,CC Terre de Camargue,731,388,374,555,270,449,2767
200070928.0,CC Terre de Picardie,322,227,276,377,191,359,1752
200068682.0,CC Terre d'Eau,325,185,224,326,166,348,1574
200043693.0,CC Terre Lorraine du Longuyonnais,188,148,150,221,100,191,998
200071538.0,CC Terres de Bresse,319,245,283,317,178,291,1633
200069631.0,CC Terres de Chalosse,294,216,235,315,161,215,1436
200070233.0,"CC Terres de Montaigu, Cc Montaigu-Rocheservière",659,549,567,639,288,462,3164
200070167.0,CC Terres de Perche,217,218,226,252,132,217,1262
200041879.0,CC Terres de Saône,173,147,163,171,108,103,865
200066322.0,CC Terres des Confluences,1049,753,872,1164,601,847,5286
200066330.0,CC Terres du Haut-Berry,306,239,239,365,172,325,1646
200070563.0,CC Terres Touloises,636,532,554,678,313,529,3242
248400285.0,CC Territoriale Sud-Luberon,452,351,417,475,225,302,2222
200068534.0,CC Terroir de Caux,404,413,439,590,339,548,2733
200067973.0,CC Thelloise,804,667,737,1002,485,637,4332
200071983.0,CC Thiérache Sambre et Oise,313,274,297,361,216,413,1874
200070712.0,CC Thiers Dore et Montagne,676,506,566,860,470,775,3853
248100745.0,CC Thoré Montagne Noire,90,59,74,92,36,59,410
200070910.0,CC Tille et Venelle,58,50,57,77,31,64,337
200072981.0,CC Touraine Ouest Val de Loire,439,370,429,562,275,500,2575
200072668.0,CC Touraine Val de Vienne,409,317,294,450,229,378,2077
200072650.0,CC Touraine Vallée de l'Indre,653,533,573,759,371,570,3459
200073161.0,CC Touraine-Est Vallées,481,394,443,552,285,390,2545
200070852.0,CC Usses et Rhône,256,213,209,314,131,118,1241
248400335.0,CC Vaison Ventoux,324,219,240,337,173,267,1560
248100497.0,CC Val 81,72,61,57,66,36,66,358
200072874.0,CC Val Briard,325,267,284,327,137,196,1536
200043016.0,CC Val de Charente,226,200,202,253,135,209,1225
200069748.0,CC Val de Gâtine,280,230,274,318,160,270,1532
200072320.0,CC Val de Gers,108,94,98,108,55,88,551
200036549.0,CC Val de Gray,345,263,281,296,193,249,1627
240700617.0,CC Val de Ligne,147,101,96,171,81,150,746
243600301.0,CC Val de l'Indre - Brenne,184,147,178,205,133,172,1019
200066165.0,CC Val de Meuse - Voie Sacrée,112,95,98,117,71,95,588
200070118.0,CC Val de Saône Centre,272,172,192,238,112,124,1110
200065589.0,CC Val Ès Dunes,251,204,208,298,162,196,1319
200041465.0,CC Val Eyrieux,162,116,153,167,103,178,879
247300528.0,CC Val Guiers,170,127,157,216,76,119,865
200040798.0,CC Val Vanoise,140,103,128,59,24,25,479
243100773.0,CC Val'Aïgo,272,195,212,261,132,184,1256
200072064.0,CC Val-de-Cher-Controis,738,560,566,784,409,660,3717
200041051.0,CC Vallée de la Dordogne et Forêt Bessède,215,113,114,144,75,116,777
243400694.0,CC Vallée de l'Hérault,700,605,730,933,415,641,4024
200072304.0,CC Vallée de l'Ubaye - Serre-Ponçon,192,100,128,196,108,110,834
241300375.0,CC Vallée des Baux-Alpilles (Cc Vba),559,337,352,490,227,303,2268
200066728.0,CC Vallées de l'Orne et de l'Odon,293,223,253,296,158,245,1468
200067759.0,CC Vallées et Plateau d'Ardenne,331,320,343,476,244,444,2158
200043990.0,CC Vallons de Haute-Bretagne Communauté,556,500,537,617,344,538,3092
200041689.0,CC Vals de Saintonge,817,749,851,1070,510,908,4905
200071900.0,CC Vendée Grand Littoral,662,463,425,637,280,552,3019
248500563.0,"CC Vendée, Sèvre, Autise",252,185,223,266,150,210,1286
200035723.0,CC Ventoux Sud,211,145,143,202,89,134,924
200035970.0,CC Vexin Centre,235,217,238,283,146,244,1363
200066645.0,CC Vézère-Monédières-Millesources,50,46,53,52,28,34,263
200070043.0,CC Vienne et Gartempe,492,377,399,567,234,356,2425
200033207.0,CC Vierzon-Sologne-Berry,640,511,570,701,347,735,3504
200066751.0,CC Xaintrie Val'dordogne,153,94,98,136,82,116,679
248900896.0,CC Yonne Nord,332,278,285,369,193,253,1710
246300701.0,Clermont Auvergne Métropole,5007,3836,4011,5372,2560,4270,25056
244900015.0,CU Angers Loire Métropole,6019,5006,5131,6528,3238,5655,31577
200065597.0,CU Caen la Mer,5503,4224,4396,5323,2737,3986,26169
246100663.0,CU d'Alençon,994,804,803,860,442,603,4506
200033579.0,CU d'Arras,1741,1475,1623,2217,1153,1664,9873
245900428.0,CU de Dunkerque,3839,3234,3507,4885,2518,3948,21931
200067213.0,CU du Grand Reims,4966,4229,4349,5641,2859,4587,26631
200069854.0,CU du Grand-Poitiers,3257,2646,2628,3068,1450,2232,15281
200059889.0,CU Grand Paris Seine et Oise,7783,6143,6832,8201,3869,5299,38127
247100290.0,CU Le Creusot Montceau-les-Mines,1491,1201,1343,1595,958,1513,8101
247200132.0,CU Le Mans Métropole,4587,3735,3700,4766,2357,4024,23169
200027183.0,CU Perpignan Méditerranée Métropole,6332,5377,5188,6693,3398,5519,32507
242100410.0,Dijon Métropole,4716,3757,3809,4682,2368,3557,22889
246700488.0,Eurométropole de Strasbourg,9690,7295,8136,9824,5281,7997,48223
200054807.0,Métropole d'Aix-Marseille-Provence,38283,30420,33639,41084,20138,29087,192651
200046977.0,Métropole de LYON,27535,21900,22759,27003,12017,17636,128850
245400676.0,Métropole du Grand Nancy,4343,3513,3469,4363,2250,3848,21786
200054781.0,Métropole du Grand Paris,121445,93424,107975,131720,61968,108203,624735
245900410.0,Métropole Européenne de Lille,22396,17989,19587,25944,12347,21476,119739
200040715.0,Métropole Grenoble-Alpes-Métropole,8152,6153,6248,7431,3376,4839,36199
200030195.0,Métropole Nice Côte d'Azur,13151,8521,9208,10923,5265,7318,54386
200023414.0,Métropole Rouen Normandie,9617,8097,8250,10111,5089,9085,50249
248300543.0,Métropole Toulon-Provence-Méditerranée,8950,6308,6408,8184,3941,5699,39490
200039865.0,Metz Métropole,4217,3314,3436,4372,2338,3369,21046
243400017.0,Montpellier Méditerranée Métropole,11385,9480,9464,11474,5579,8278,55660
244400404.0,Nantes Métropole,12497,10525,10345,12688,5960,9548,61563
244500468.0,Orléans Métropole,5865,4373,4837,5492,2714,4649,27930
243500139.0,Rennes Métropole,8230,6954,6768,7880,3587,5640,39059
244200770.0,Saint-Etienne Métropole,7827,6092,6456,8050,3981,6508,38914
,Sans objet,208,81,50,103,58,95,595
243100518.0,Toulouse Métropole,18148,14409,14324,16779,7776,11516,82952
243700754.0,Tours Métropole Val de Loire,6000,5024,4829,6082,3047,4612,29594
,Hors EPCI,1592,1397,1599,2363,2301,4688,13940
